Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
ALE,2019,,2592306.0,1297658.0,0.0,306921.0,987727.0,0.0,101640.0,886087.0,10983.0,384021.0,0.0,513049.0,0.0,513049.0,0.0,393075.0,391392.0,1325390.0,,,,,,,,,,,,,
ALE,2020,,3997811.0,1491807.0,692509.0,564670.0,1248825.0,0.0,125782.0,1123043.0,16965.0,523301.0,0.0,616707.0,0.0,616707.0,0.0,418560.0,419160.0,1586832.0,,,,,,,,,,,,,
ALE,2021,,5352870.0,1777074.0,1246198.0,661636.0,1667962.0,0.0,195017.0,1472945.0,114884.0,229708.0,0.0,1358121.0,0.0,1358121.0,0.0,1089618.0,1089618.0,1993740.0,,,,,,,,,,,,,
ALE,2022,,9004916.0,4694573.0,1773365.0,971118.0,1565860.0,-2310671.0,437316.0,-1182127.0,33257.0,490584.0,0.0,-1639454.0,0.0,-1639454.0,0.0,-1916796.0,-1916796.0,2000536.0,,,,,,,,,,,,,
ALE,2023,,10185317.0,9460439.0,0.0,0.0,724878.0,65243.0,0.0,790121.0,74251.0,364203.0,0.0,500169.0,0.0,500169.0,0.0,284058.0,284058.0,2414097.0,,,,,,,,,,,,,
ALE,2024,,10821231.0,8643393.0,0.0,0.0,2177838.0,118724.0,509505.0,1787057.0,135578.0,479255.0,0.0,1443380.0,0.0,1443380.0,0.0,1034561.0,1034561.0,2831017.0,,,,,,,,,,,,,
ALE,O4K,,10939429.0,8600522.0,0.0,0.0,2338907.0,147595.0,629187.0,1857315.0,151725.0,510856.0,18840.0,1517024.0,0.0,1517024.0,0.0,1089265.0,1089265.0,2894890.0,,,,,,,,,,,,,
ALG,2011,,1253.0,1342.0,0.0,0.0,-89.0,136.0,189.0,-142.0,18.0,679.0,73.0,-730.0,0.0,-730.0,0.0,-634.0,-618.0,-2.0,,,,,,,,,,,,,
ALG,2012,,2036.0,1739.0,0.0,0.0,297.0,61.0,1.0,357.0,430.0,274.0,0.0,513.0,0.0,513.0,0.0,424.0,424.0,589.0,,,,,,,,,,,,,
ALG,2013,,1485.0,1476.0,0.0,0.0,9.0,77.0,100.0,-14.0,31.0,197.0,0.0,-180.0,0.0,-180.0,0.0,-180.0,-180.0,213.0,,,,,,,,,,,,,
ALG,2014,,483222.0,482470.0,0.0,0.0,752.0,,,11405.0,,,,11405.0,,11405.0,,9113.0,9113.0,11547.0,,,,,,,,,,,,,
ALG,2015,,-8742.0,426.0,0.0,0.0,-9168.0,4.0,149.0,-9313.0,303.0,33.0,0.0,-9043.0,0.0,-9043.0,0.0,-7394.0,-7394.0,-9313.0,,,,,,,,,,,,,
ALG,2016,,-8825.0,421.0,0.0,0.0,-9246.0,27.0,0.0,-9219.0,9.0,48.0,0.0,-9258.0,0.0,-9258.0,0.0,-7571.0,-7571.0,-9219.0,,,,,,,,,,,,,
ALG,2017,,-8583.0,1302.0,0.0,0.0,-9885.0,55.0,107.0,-9937.0,90.0,62.0,0.0,-9909.0,0.0,-9909.0,0.0,-8567.0,-8567.0,-9937.0,,,,,,,,,,,,,
ALG,2018,,-1435.0,510.0,0.0,0.0,-1945.0,0.0,54.0,-1999.0,1428.0,1230.0,0.0,-1801.0,0.0,-1801.0,0.0,-3879.0,-3879.0,-1999.0,,,,,,,,,,,,,
ALG,2019,,0.0,133.0,0.0,0.0,-133.0,4.0,42.0,-171.0,0.0,17.0,0.0,-188.0,0.0,-188.0,0.0,-188.0,-188.0,-171.0,,,,,,,,,,,,,
ALG,2020,,25750.0,4270.0,12444.0,13436.0,-4400.0,760.0,4253.0,-7893.0,93.0,3538.0,0.0,-11338.0,0.0,-11338.0,0.0,-12850.0,-12850.0,376.0,,,,,,,,,,,,,
ALG,2021,,27218.0,9994.0,19814.0,10371.0,-12961.0,15766.0,3603.0,-798.0,5003.0,2566.0,0.0,1639.0,0.0,1639.0,0.0,3254.0,3254.0,10175.0,,,,,,,,,,,,,
ALG,2022,,14254.0,11077.0,13631.0,10889.0,-21343.0,42.0,18972.0,-40273.0,67.0,1007.0,0.0,-41213.0,0.0,-41213.0,0.0,-40541.0,-40208.0,-28337.0,,,,,,,,,,,,,
ALG,2023,,3967.0,613.0,2279.0,6887.0,-5812.0,1266.0,446.0,-4992.0,1062.0,1634.0,0.0,-5564.0,0.0,-5564.0,0.0,-6527.0,-6223.0,-3594.0,,,,,,,,,,,,,
ALG,2024,,2367.0,88.0,686.0,3971.0,-2378.0,489.0,213.0,-2102.0,88.0,807.0,0.0,-2821.0,0.0,-2821.0,0.0,-2760.0,-2160.0,-1501.0,,,,,,,,,,,,,
ALG,O4K,,2254.0,8.0,619.0,3520.0,-1893.0,315.0,216.0,-1794.0,1839.0,709.0,0.0,-664.0,0.0,-664.0,0.0,-165.0,193.0,-1308.0,,,,,,,,,,,,,
ALIOR-BANK,2009,,,,,,,3237.0,-3544.0,,,,,,,-332398.0,0.0,-271340.0,-271340.0,-299964.0,234640.0,130946.0,103694.0,77918.0,36920.0,40998.0,0.0,25874.0,9989.0,-38957.0,-473689.0,-332398.0,0.0
ALIOR-BANK,2010,,,,,,,11062.0,-7274.0,,,,,,,-123146.0,0.0,-103990.0,-103990.0,-74562.0,494335.0,188753.0,305582.0,240235.0,80762.0,159473.0,0.0,94931.0,15116.0,-141267.0,-560769.0,-123146.0,0.0
ALIOR-BANK,2011,,,,,,,14269.0,-13721.0,,,,,,,165837.0,0.0,152181.0,152181.0,222044.0,851229.0,356310.0,494919.0,472373.0,131943.0,340430.0,0.0,141922.0,16710.0,-189138.0,-639554.0,165837.0,0.0
ALIOR-BANK,2012,,,,,,,60871.0,-17960.0,,,,,,,90331.0,0.0,61130.0,61130.0,162886.0,1400371.0,573015.0,827356.0,371584.0,170171.0,201413.0,20.0,182606.0,22839.0,-278588.0,-908226.0,90331.0,0.0
ALIOR-BANK,2013,,,,,,,27603.0,-22313.0,,,,,,,265375.0,0.0,227902.0,227902.0,340532.0,1518166.0,519605.0,998561.0,475930.0,200752.0,275178.0,23.0,226850.0,11812.0,-404981.0,-847358.0,265375.0,0.0
ALIOR-BANK,2014,,,,,,,52384.0,-19948.0,,,,,,,401127.0,0.0,322047.0,322744.0,476583.0,1713075.0,497317.0,1215758.0,533608.0,185468.0,348140.0,16.0,268710.0,7928.0,-546590.0,-925271.0,401127.0,0.0
ALIOR-BANK,2015,,,,,,,81884.0,-30228.0,,,,,,,386008.0,0.0,308975.0,309648.0,472371.0,2399220.0,898207.0,1501013.0,545730.0,214062.0,331668.0,74.0,268679.0,12923.0,-672113.0,-1107892.0,386008.0,0.0
ALIOR-BANK,2016,,,,,,,621140.0,-182958.0,,,,,,,691414.0,0.0,618077.0,618278.0,796891.0,2938474.0,992425.0,1946049.0,590701.0,259567.0,331134.0,68.0,320509.0,21919.0,-799887.0,-1566560.0,691414.0,0.0
ALIOR-BANK,2017,,,,,,,127083.0,-285246.0,,,,,,,736672.0,0.0,515617.0,515241.0,913712.0,3601131.0,760063.0,2841068.0,827876.0,374852.0,453024.0,31.0,368956.0,6908.0,-929617.0,-1845535.0,736672.0,0.0
ALIOR-BANK,2018,,,,,,,127045.0,-349993.0,,,,,,,988291.0,0.0,713373.0,713373.0,1162818.0,3956372.0,871848.0,3084524.0,825562.0,389469.0,436093.0,275.0,449419.0,0.0,-1054069.0,-1705003.0,988291.0,0.0
ALIOR-BANK,2019,,,,,,,189702.0,-571579.0,,,,,,,495291.0,0.0,252832.0,252832.0,742884.0,4059294.0,877846.0,3181448.0,1165568.0,498994.0,666574.0,344.0,102010.0,0.0,-1443104.0,-1630104.0,495291.0,0.0
ALIOR-BANK,2020,,,,,,,137039.0,-461249.0,,,,,,,-206450.0,0.0,-311233.0,-311233.0,81208.0,3332873.0,484147.0,2848726.0,1215749.0,579903.0,635846.0,700.0,79070.0,84553.0,-1866293.0,-1664842.0,-206450.0,0.0
ALIOR-BANK,2021,,,,,,,147487.0,-405159.0,,,,,,,779211.0,0.0,481925.0,481925.0,1012194.0,3036642.0,238406.0,2798236.0,1441514.0,674766.0,766748.0,532.0,5293.0,87149.0,-1038531.0,-1582544.0,779211.0,0.0
ALIOR-BANK,2022,,,,,,,119712.0,-391933.0,,,,,,,1036024.0,0.0,683111.0,683111.0,1278039.0,5390166.0,1830295.0,3559871.0,1636555.0,840486.0,796069.0,627.0,1989.0,32521.0,-1085324.0,-1997508.0,1036024.0,0.0
ALIOR-BANK,2023,,,,,,,148828.0,-202719.0,,,,,,,2707055.0,0.0,2030125.0,2030125.0,2965831.0,7395969.0,2623599.0,4772370.0,1802068.0,964565.0,837503.0,185.0,12251.0,63776.0,-684187.0,-1977199.0,2707055.0,0.0
ALIOR-BANK,2024,,,,,,,110184.0,-162664.0,,,,,,,3197877.0,0.0,2445022.0,2445022.0,3468326.0,7233717.0,2050006.0,5183711.0,1352300.0,485291.0,867009.0,322.0,33998.0,27477.0,-464846.0,-2117647.0,3197877.0,0.0
ALIOR-BANK,O4K,,,,,,,100052.0,-171207.0,,,,,,,3071346.0,0.0,2343211.0,2343211.0,3339349.0,7180261.0,1981179.0,5199082.0,1186554.0,321592.0,864962.0,301.0,35877.0,-1965.0,-55473.0,-2620308.0,3071346.0,0.0
ALL,2009,,6884.0,6658.0,0.0,0.0,226.0,124.0,8.0,342.0,276.0,256.0,0.0,362.0,0.0,362.0,0.0,295.0,295.0,815.0,,,,,,,,,,,,,
ALL,2010,,9208.0,8063.0,0.0,0.0,1145.0,32.0,7.0,1170.0,724.0,207.0,0.0,1687.0,0.0,1687.0,0.0,1466.0,1466.0,1523.0,,,,,,,,,,,,,
ALL,2011,,12289.0,9238.0,0.0,0.0,3051.0,25.0,174.0,2902.0,174.0,217.0,0.0,2859.0,0.0,2859.0,0.0,2342.0,2342.0,3459.0,,,,,,,,,,,,,
ALL,2012,,13146.0,9435.0,0.0,0.0,3711.0,164.0,30.0,3845.0,169.0,145.0,0.0,3869.0,0.0,3869.0,0.0,3081.0,3081.0,4538.0,,,,,,,,,,,,,
ALL,2013,,14504.0,2767.0,3204.0,4010.0,4523.0,197.0,24.0,4696.0,104.0,32.0,0.0,4768.0,0.0,4768.0,0.0,3885.0,3885.0,5843.0,,,,,,,,,,,,,
ALL,2014,,53883.0,27256.0,8979.0,8647.0,9001.0,334.0,59.0,9276.0,170.0,366.0,0.0,9080.0,0.0,9080.0,0.0,7048.0,7048.0,11010.0,,,,,,,,,,,,,
ALL,2015,,68157.0,37509.0,14090.0,7436.0,9122.0,552.0,584.0,9090.0,100.0,1153.0,0.0,8037.0,0.0,8037.0,0.0,6573.0,6573.0,11989.0,,,,,,,,,,,,,
ALL,2016,,89045.0,59495.0,12920.0,8434.0,8196.0,65.0,142.0,8119.0,249.0,296.0,0.0,8072.0,0.0,8072.0,0.0,7621.0,7621.0,14701.0,,,,,,,,,,,,,
ALL,2017,,101430.0,70608.0,12592.0,8334.0,9896.0,58.0,48.0,9906.0,168.0,919.0,0.0,9155.0,0.0,9155.0,0.0,9147.0,9147.0,17233.0,,,,,,,,,,,,,
ALL,2018,,117730.0,85425.0,15689.0,10365.0,6251.0,88.0,217.0,6122.0,136.0,408.0,0.0,5850.0,0.0,5850.0,0.0,5011.0,5017.0,14010.0,,,,,,,,,,,,,
ALL,2019,,140661.0,107603.0,17014.0,11856.0,4188.0,134.0,220.0,4102.0,57.0,2380.0,0.0,1779.0,0.0,1779.0,0.0,499.0,499.0,12498.0,,,,,,,,,,,,,
ALL,2020,,156204.0,108417.0,15674.0,16252.0,15861.0,69.0,410.0,15520.0,240.0,2236.0,0.0,13524.0,0.0,13524.0,0.0,9431.0,9431.0,23820.0,,,,,,,,,,,,,
ALL,2021,,212448.0,142107.0,21084.0,21860.0,27397.0,82.0,115.0,27364.0,450.0,2278.0,0.0,25536.0,0.0,25536.0,0.0,17064.0,7454.0,35695.0,,,,,,,,,,,,,
ALL,2022,,410082.0,294826.0,19713.0,41362.0,54181.0,418.0,4025.0,50574.0,2035.0,2331.0,0.0,50278.0,0.0,50278.0,0.0,38545.0,13229.0,63524.0,,,,,,,,,,,,,
ALL,2023,,453119.0,341461.0,26782.0,43169.0,41707.0,1613.0,7710.0,35610.0,4918.0,8758.0,0.0,31770.0,0.0,31770.0,0.0,20885.0,3532.0,50061.0,,,,,,,,,,,,,
ALL,2024,,556659.0,403095.0,37474.0,57634.0,58456.0,5146.0,1404.0,62198.0,12011.0,13272.0,0.0,60937.0,0.0,60937.0,0.0,53138.0,22834.0,83639.0,,,,,,,,,,,,,
ALL,O4K,,593775.0,429103.0,41553.0,59484.0,63635.0,5007.0,1533.0,67109.0,9343.0,20216.0,0.0,56236.0,0.0,56236.0,0.0,50246.0,21931.0,90640.0,,,,,,,,,,,,,
ALTUS,2011,,19478.0,252.0,5427.0,3877.0,9922.0,170.0,0.0,10092.0,202.0,6.0,0.0,10288.0,0.0,10288.0,0.0,8383.0,8383.0,10113.0,,,,,,,,,,,,,
ALTUS,2012,,48969.0,526.0,13279.0,3529.0,31635.0,34.0,6559.0,25110.0,734.0,7.0,0.0,25837.0,0.0,25837.0,0.0,20973.0,20973.0,25128.0,,,,,,,,,,,,,
ALTUS,2013,,88595.0,996.0,25245.0,6579.0,55775.0,929.0,11652.0,45052.0,1286.0,44.0,0.0,46294.0,0.0,46294.0,0.0,37564.0,37564.0,45085.0,,,,,,,,,,,,,
ALTUS,2014,,90505.0,0.0,33404.0,10485.0,46616.0,386.0,5329.0,41673.0,3200.0,394.0,0.0,44479.0,0.0,44479.0,0.0,36157.0,36157.0,41721.0,,,,,,,,,,,,,
ALTUS,2015,,239592.0,0.0,147898.0,11467.0,80227.0,670.0,10177.0,70720.0,4636.0,5.0,0.0,75351.0,0.0,75351.0,0.0,61685.0,61685.0,70816.0,,,,,,,,,,,,,
ALTUS,2016,,335078.0,0.0,215712.0,11410.0,107956.0,736.0,16747.0,91945.0,4895.0,5.0,0.0,96835.0,0.0,96835.0,0.0,78351.0,78351.0,92058.0,,,,,,,,,,,,,
ALTUS,2017,,370705.0,266178.0,0.0,0.0,104527.0,829.0,5779.0,99577.0,20838.0,400.0,0.0,120015.0,0.0,120015.0,0.0,99949.0,99949.0,100009.0,,,,,,,,,,,,,
ALTUS,2018,,287822.0,222707.0,0.0,0.0,65115.0,4545.0,8608.0,61052.0,2155.0,2323.0,0.0,60884.0,0.0,60884.0,0.0,52239.0,49719.0,61646.0,,,,,,,,,,,,,
ALTUS,2019,,121110.0,103639.0,0.0,0.0,17471.0,804.0,12287.0,5988.0,3722.0,1519.0,0.0,8191.0,0.0,8191.0,0.0,3949.0,1167.0,7021.0,,,,,,,,,,,,,
ALTUS,2020,,65635.0,52844.0,0.0,0.0,12791.0,735.0,291.0,13235.0,2570.0,1534.0,0.0,14271.0,0.0,14271.0,0.0,10595.0,8653.0,14169.0,,,,,,,,,,,,,
ALTUS,2021,,57669.0,44773.0,0.0,0.0,12896.0,1303.0,1244.0,12955.0,418.0,996.0,0.0,12377.0,0.0,12377.0,0.0,9440.0,8107.0,13626.0,,,,,,,,,,,,,
ALTUS,2022,,41592.0,34216.0,0.0,0.0,7376.0,10128.0,6994.0,10510.0,4127.0,4005.0,0.0,10632.0,0.0,10632.0,0.0,8101.0,6384.0,11491.0,,,,,,,,,,,,,
ALTUS,2023,,54193.0,44910.0,0.0,0.0,9283.0,1002.0,7736.0,2549.0,12205.0,253.0,0.0,14501.0,0.0,14501.0,0.0,10291.0,9152.0,3534.0,,,,,,,,,,,,,
ALTUS,2024,,49437.0,39256.0,0.0,0.0,10181.0,5461.0,3288.0,12354.0,8924.0,575.0,0.0,20703.0,0.0,20703.0,0.0,17212.0,15099.0,13685.0,,,,,,,,,,,,,
ALTUS,O4K,,49367.0,39412.0,0.0,0.0,9955.0,5255.0,3205.0,12005.0,8266.0,561.0,0.0,19710.0,0.0,19710.0,0.0,16467.0,14445.0,13446.0,,,,,,,,,,,,,
AMBRA,2005,,523757.0,369641.0,97189.0,27488.0,29439.0,2135.0,4977.0,26597.0,2640.0,9119.0,0.0,20118.0,0.0,20118.0,0.0,10470.0,10470.0,39578.0,,,,,,,,,,,,,
AMBRA,2006,,340597.0,316095.0,0.0,0.0,24502.0,12592.0,4081.0,33013.0,8533.0,8287.0,0.0,33259.0,0.0,33259.0,0.0,26008.0,20882.0,44992.0,,,,,,,,,,,,,
AMBRA,2007,,408154.0,386471.0,0.0,0.0,21683.0,18463.0,3464.0,36682.0,8810.0,11718.0,0.0,33774.0,0.0,33774.0,0.0,28480.0,18421.0,49249.0,,,,,,,,,,,,,
AMBRA,2008,,439960.0,431383.0,0.0,0.0,8577.0,10440.0,6177.0,12840.0,4168.0,24505.0,0.0,-7497.0,0.0,-7497.0,0.0,-9493.0,-8812.0,24716.0,,,,,,,,,,,,,
AMBRA,2009,,428771.0,405328.0,0.0,0.0,23443.0,4574.0,7031.0,20986.0,10381.0,19543.0,0.0,11824.0,0.0,11824.0,0.0,8145.0,5094.0,32911.0,,,,,,,,,,,,,
AMBRA,2010,,398907.0,364634.0,0.0,0.0,34273.0,7947.0,2797.0,39423.0,1950.0,14494.0,0.0,26879.0,0.0,26879.0,0.0,21157.0,14888.0,50512.0,,,,,,,,,,,,,
AMBRA,2011,,409732.0,372052.0,0.0,0.0,37680.0,3346.0,2744.0,38282.0,2112.0,9085.0,0.0,31309.0,0.0,31309.0,0.0,23211.0,19143.0,48559.0,,,,,,,,,,,,,
AMBRA,2012,,429117.0,398193.0,0.0,0.0,30924.0,2656.0,2611.0,30969.0,4789.0,10962.0,-922.0,23874.0,0.0,23874.0,0.0,18521.0,16032.0,41540.0,,,,,,,,,,,,,
AMBRA,2013,,424552.0,388913.0,0.0,0.0,35639.0,2805.0,6476.0,31968.0,1555.0,8435.0,0.0,25088.0,0.0,25088.0,0.0,23763.0,16531.0,42343.0,,,,,,,,,,,,,
