Spółka,Rok,Data publikacji,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,EBITDA,Przychody odsetkowe,Koszty odsetkowe,Wynik z tytułu odsetek,Przychody prowizyjne,Koszty prowizyjne,Wynik z tytułu prowizji,Przychody z tytułu dywidend,Wynik handlowy i rewaluacja,Wynik na pozostałych instrumentach finansowych,Odpisy netto z tytułu utraty wartości kredytów,Ogólne koszty administracyjne,Wynik operacyjny,Udział w zyskach jednostek podporządkowanych
VOXEL,O4K,,556985.0,396327.0,2834.0,26518.0,131306.0,4265.0,9841.0,125730.0,1786.0,10127.0,8171.0,125560.0,0.0,125560.0,0.0,102799.0,101497.0,175086.0,,,,,,,,,,,,,
VRC,2017,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,
VRC,2018,,58490.0,42216.0,1482.0,6446.0,8346.0,25.0,267.0,8104.0,225.0,549.0,-48.0,7732.0,0.0,7732.0,0.0,6141.0,6141.0,10153.0,,,,,,,,,,,,,
VRC,2019,,77851.0,52952.0,1273.0,6771.0,16855.0,21.0,350.0,16526.0,935.0,769.0,-439.0,16253.0,0.0,16253.0,0.0,14461.0,14461.0,18974.0,,,,,,,,,,,,,
VRC,2020,,116595.0,81058.0,2197.0,9494.0,23846.0,106.0,688.0,23264.0,179.0,1170.0,-187.0,22086.0,0.0,22086.0,0.0,19416.0,19416.0,26010.0,,,,,,,,,,,,,
VRC,2021,,178919.0,124884.0,5144.0,20326.0,28565.0,190.0,404.0,28351.0,410.0,1882.0,-101.0,26778.0,0.0,26778.0,0.0,22713.0,22789.0,33029.0,,,,,,,,,,,,,
VRC,2022,,260318.0,144585.0,24306.0,48192.0,43235.0,-542.0,260.0,42433.0,1145.0,7151.0,898.0,37325.0,0.0,37325.0,0.0,31449.0,31416.0,52103.0,,,,,,,,,,,,,
VRC,2023,,337377.0,156380.0,44179.0,65119.0,71699.0,-2434.0,284.0,68981.0,22068.0,11872.0,660.0,79837.0,0.0,79837.0,0.0,70622.0,70397.0,84505.0,,,,,,,,,,,,,
VRC,2024,,496227.0,275280.0,50129.0,76160.0,94658.0,-866.0,496.0,93296.0,3057.0,7561.0,0.0,88792.0,0.0,88792.0,0.0,77163.0,76578.0,109471.0,,,,,,,,,,,,,
VRC,O4K,,502418.0,273527.0,54766.0,74480.0,99645.0,-287.0,470.0,98888.0,3850.0,6862.0,0.0,95876.0,0.0,95876.0,0.0,83410.0,82608.0,115125.0,,,,,,,,,,,,,
VRG,2004,,130135.0,76924.0,21540.0,18517.0,13154.0,9311.0,2572.0,19893.0,2773.0,1581.0,0.0,21085.0,0.0,21085.0,0.0,19341.0,19341.0,24924.0,,,,,,,,,,,,,
VRG,2005,,131100.0,68896.0,28214.0,16234.0,17756.0,2082.0,2832.0,17006.0,828.0,971.0,-101.0,16762.0,0.0,16762.0,0.0,14010.0,14010.0,22309.0,,,,,,,,,,,,,
VRG,2006,,180843.0,88109.0,61105.0,22540.0,9089.0,723.0,2981.0,6831.0,2823.0,1146.0,0.0,8508.0,0.0,8508.0,0.0,6143.0,6143.0,14037.0,,,,,,,,,,,,,
VRG,2007,,411639.0,194855.0,152814.0,45133.0,18837.0,55278.0,15496.0,58619.0,6087.0,4061.0,3137.0,63782.0,0.0,63782.0,0.0,58539.0,58539.0,72999.0,,,,,,,,,,,,,
VRG,2008,,504871.0,228145.0,191322.0,62739.0,22665.0,9196.0,162131.0,-130270.0,4829.0,33355.0,0.0,-158796.0,0.0,-158796.0,0.0,-159456.0,-159456.0,-109764.0,,,,,,,,,,,,,
VRG,2009,,408402.0,197880.0,164823.0,49986.0,-4287.0,64373.0,19857.0,40229.0,1935.0,31057.0,0.0,11107.0,0.0,11107.0,0.0,16894.0,16894.0,57864.0,,,,,,,,,,,,,
VRG,2010,,353921.0,159259.0,129139.0,43257.0,22266.0,8737.0,7738.0,23265.0,725.0,22432.0,0.0,1558.0,0.0,1558.0,0.0,1663.0,1663.0,39199.0,,,,,,,,,,,,,
VRG,2011,,387703.0,180710.0,138656.0,42920.0,25417.0,15062.0,15150.0,25329.0,3011.0,26307.0,572.0,2605.0,0.0,2605.0,0.0,6.0,6.0,39113.0,,,,,,,,,,,,,
VRG,2012,,395513.0,190621.0,143780.0,40772.0,20340.0,9255.0,7894.0,21701.0,1516.0,21275.0,7344.0,9286.0,0.0,9286.0,0.0,12276.0,12276.0,33966.0,,,,,,,,,,,,,
VRG,2013,,397677.0,184733.0,144980.0,41683.0,26281.0,17505.0,10140.0,33646.0,38819.0,17950.0,0.0,54515.0,0.0,54515.0,0.0,45061.0,45061.0,44935.0,,,,,,,,,,,,,
VRG,2014,,443388.0,205705.0,158457.0,43022.0,36204.0,2649.0,2056.0,36797.0,1464.0,12809.0,0.0,25452.0,0.0,25452.0,0.0,20285.0,20285.0,48146.0,,,,,,,,,,,,,
VRG,2015,,517692.0,241408.0,174126.0,52807.0,49351.0,1134.0,3510.0,46975.0,1818.0,13256.0,148.0,35685.0,0.0,35685.0,0.0,28225.0,28225.0,59494.0,,,,,,,,,,,,,
VRG,2016,,598602.0,286660.0,205112.0,56108.0,50722.0,3710.0,3344.0,51088.0,1760.0,8403.0,0.0,44445.0,0.0,44445.0,0.0,35188.0,35188.0,65316.0,,,,,,,,,,,,,
VRG,2017,,688513.0,329133.0,230528.0,62775.0,66077.0,1466.0,4711.0,62832.0,74.0,7921.0,0.0,54985.0,0.0,54985.0,0.0,43208.0,43208.0,78374.0,,,,,,,,,,,,,
VRG,2018,,805674.0,393383.0,272828.0,67311.0,72152.0,4375.0,4610.0,71917.0,208.0,6397.0,0.0,65728.0,0.0,65728.0,0.0,53572.0,53572.0,89266.0,,,,,,,,,,,,,
VRG,2019,,1068266.0,512192.0,383061.0,86118.0,86895.0,5861.0,5264.0,87492.0,3056.0,11191.0,0.0,79357.0,0.0,79357.0,0.0,63993.0,63993.0,198483.0,,,,,,,,,,,,,
VRG,2020,,853714.0,436370.0,339794.0,77046.0,504.0,14782.0,27209.0,-11923.0,2060.0,38211.0,0.0,-48074.0,0.0,-48074.0,0.0,-39932.0,-39932.0,98422.0,,,,,,,,,,,,,
VRG,2021,,1069927.0,501739.0,382631.0,81802.0,103755.0,13676.0,19902.0,97529.0,46.0,13985.0,0.0,83590.0,0.0,83590.0,0.0,66310.0,66310.0,201615.0,,,,,,,,,,,,,
VRG,2022,,1273952.0,590820.0,449357.0,90548.0,143227.0,9988.0,12608.0,140607.0,2131.0,25100.0,0.0,117638.0,0.0,117638.0,0.0,92958.0,92958.0,250348.0,,,,,,,,,,,,,
VRG,2023,,1301690.0,595906.0,486207.0,99747.0,119830.0,9570.0,17313.0,112087.0,27667.0,12602.0,2200.0,129352.0,0.0,129352.0,0.0,101729.0,101729.0,239361.0,,,,,,,,,,,,,
VRG,2024,,1375025.0,612198.0,536568.0,103347.0,122912.0,14880.0,10960.0,126832.0,4287.0,19211.0,0.0,111908.0,0.0,111908.0,0.0,87804.0,87804.0,261069.0,,,,,,,,,,,,,
VRG,O4K,,1390435.0,617735.0,543392.0,105501.0,123807.0,14599.0,10557.0,127849.0,9906.0,21014.0,0.0,116741.0,0.0,116741.0,0.0,91605.0,91605.0,262834.0,,,,,,,,,,,,,
WARIMPEX,2005,,307383.0,137710.0,0.0,0.0,169673.0,0.0,0.0,169673.0,6762.0,40292.0,0.0,136143.0,0.0,136143.0,0.0,129959.0,131739.0,193712.0,,,,,,,,,,,,,
WARIMPEX,2006,,272015.0,184656.0,0.0,0.0,87359.0,0.0,0.0,87359.0,26635.0,23757.0,0.0,90236.0,0.0,90236.0,0.0,81260.0,80130.0,118009.0,,,,,,,,,,,,,
WARIMPEX,2007,,424696.0,255669.0,0.0,0.0,169027.0,0.0,0.0,169027.0,11738.0,60496.0,0.0,120269.0,0.0,120269.0,0.0,120835.0,121333.0,204016.0,,,,,,,,,,,,,
WARIMPEX,2008,,471523.0,485763.0,0.0,0.0,-14240.0,0.0,0.0,-14240.0,15304.0,114007.0,-9889.0,-122831.0,0.0,-122831.0,0.0,-122618.0,-122618.0,122468.0,,,,,,,,,,,,,
WARIMPEX,2009,,375399.0,670253.0,0.0,0.0,-294854.0,0.0,0.0,-294854.0,16174.0,97356.0,-3385.0,-379421.0,0.0,-379421.0,0.0,-380695.0,-380695.0,33087.0,,,,,,,,,,,,,
WARIMPEX,2010,,439558.0,342990.0,0.0,0.0,96568.0,0.0,0.0,96568.0,13128.0,100223.0,0.0,9473.0,0.0,9473.0,0.0,14839.0,14839.0,90069.0,,,,,,,,,,,,,
WARIMPEX,2011,,489518.0,454776.0,0.0,0.0,34743.0,0.0,0.0,34743.0,17106.0,83451.0,62855.0,31253.0,0.0,31253.0,0.0,31978.0,31978.0,108932.0,,,,,,,,,,,,,
WARIMPEX,2012,,306210.0,275900.0,0.0,0.0,30310.0,0.0,0.0,30310.0,9898.0,79058.0,75358.0,36508.0,0.0,36508.0,0.0,39512.0,39472.0,74982.0,,,,,,,,,,,,,
WARIMPEX,2013,,296977.0,196204.0,0.0,0.0,100773.0,4811.0,55378.0,50206.0,4002.0,43716.0,0.0,10492.0,0.0,10492.0,0.0,10057.0,10057.0,90625.0,,,,,,,,,,,,,
WARIMPEX,2014,,314762.0,194186.0,0.0,35087.0,85489.0,2489.0,109972.0,-21993.0,17735.0,97854.0,-54664.0,-156776.0,0.0,-156776.0,0.0,-150485.0,-88034.0,53790.0,,,,,,,,,,,,,
WARIMPEX,2015,,263778.0,331221.0,0.0,40020.0,-107462.0,309355.0,244103.0,-42210.0,10296.0,104023.0,-42018.0,-177956.0,0.0,-177956.0,0.0,-180389.0,-76017.0,47682.0,,,,,,,,,,,,,
WARIMPEX,2016,,337383.0,182955.0,0.0,50938.0,103491.0,7928.0,16528.0,94890.0,8529.0,101770.0,103840.0,105490.0,0.0,105490.0,0.0,101274.0,77079.0,123270.0,,,,,,,,,,,,,
WARIMPEX,2017,,176709.0,235280.0,0.0,51002.0,-109574.0,349521.0,11783.0,228165.0,15024.0,43790.0,-20100.0,179299.0,0.0,179299.0,0.0,168905.0,169097.0,231898.0,,,,,,,,,,,,,
WARIMPEX,2018,,125422.0,52572.0,0.0,40523.0,32327.0,66912.0,13988.0,85252.0,4459.0,31854.0,-36490.0,21367.0,0.0,21367.0,0.0,8286.0,25327.0,89173.0,,,,,,,,,,,,,
WARIMPEX,2019,,134743.0,60339.0,0.0,58094.0,16310.0,188579.0,14424.0,190466.0,2781.0,32931.0,139832.0,300148.0,0.0,300148.0,0.0,283212.0,261779.0,195256.0,,,,,,,,,,,,,
WARIMPEX,2020,,118416.0,52092.0,0.0,40020.0,26304.0,-47274.0,14504.0,-35474.0,3013.0,42147.0,-59743.0,-134351.0,0.0,-134351.0,0.0,-143608.0,-137018.0,-26747.0,,,,,,,,,,,,,
WARIMPEX,2021,,122896.0,48740.0,0.0,33677.0,40479.0,34564.0,3583.0,71461.0,2888.0,38902.0,33198.0,68646.0,0.0,68646.0,0.0,55101.0,56453.0,80227.0,,,,,,,,,,,,,
WARIMPEX,2022,,211683.0,75507.0,0.0,66231.0,69945.0,219698.0,12245.0,277398.0,2345.0,64941.0,32009.0,246811.0,0.0,246811.0,0.0,201028.0,200911.0,292509.0,,,,,,,,,,,,,
WARIMPEX,2023,,216030.0,74394.0,0.0,45106.0,96530.0,-162893.0,6239.0,-72603.0,4165.0,60176.0,9822.0,-118792.0,0.0,-118792.0,0.0,-103513.0,-103456.0,-60407.0,,,,,,,,,,,,,
WARIMPEX,2024,,211202.0,213265.0,0.0,32817.0,-34880.0,1551.0,3179.0,-36509.0,765.0,33423.0,-73.0,-69240.0,0.0,-69240.0,-291940.0,-362380.0,-362367.0,-30548.0,,,,,,,,,,,,,
WARIMPEX,O4K,,182433.0,206051.0,0.0,29705.0,-53324.0,767.0,-1252.0,-51304.0,-53.0,25387.0,-98.0,-76843.0,0.0,-76843.0,-292134.0,-364652.0,-364725.0,-45718.0,,,,,,,,,,,,,
WASKO,2004,,13600.0,12016.0,722.0,1893.0,-1031.0,2452.0,515.0,906.0,172.0,163.0,0.0,915.0,0.0,915.0,0.0,915.0,915.0,1323.0,,,,,,,,,,,,,
WASKO,2005,,14615.0,12637.0,544.0,2099.0,-665.0,95.0,218.0,-788.0,171.0,12.0,0.0,-629.0,0.0,-629.0,0.0,-456.0,-456.0,-471.0,,,,,,,,,,,,,
WASKO,2006,,231239.0,195533.0,11342.0,13024.0,11340.0,6799.0,3289.0,14850.0,2590.0,1617.0,-46.0,15777.0,0.0,15777.0,0.0,12679.0,12679.0,20849.0,,,,,,,,,,,,,
WASKO,2007,,400512.0,327994.0,17448.0,15536.0,39534.0,944.0,4847.0,35631.0,3272.0,1055.0,0.0,37848.0,0.0,37848.0,0.0,29872.0,29872.0,42976.0,,,,,,,,,,,,,
WASKO,2008,,406553.0,355283.0,15550.0,14945.0,20775.0,1535.0,2484.0,19826.0,3827.0,5462.0,-61.0,18130.0,0.0,18130.0,0.0,14012.0,13841.0,27949.0,,,,,,,,,,,,,
WASKO,2009,,244058.0,214238.0,14536.0,13386.0,1898.0,1632.0,3194.0,336.0,4339.0,2223.0,0.0,2452.0,0.0,2452.0,0.0,1105.0,982.0,11296.0,,,,,,,,,,,,,
WASKO,2010,,294417.0,251719.0,15262.0,13714.0,13722.0,980.0,6148.0,8554.0,3415.0,2159.0,0.0,9810.0,0.0,9810.0,0.0,7341.0,7369.0,22142.0,,,,,,,,,,,,,
WASKO,2011,,272575.0,225415.0,13991.0,13368.0,19801.0,3020.0,1812.0,21009.0,3552.0,3602.0,0.0,20959.0,0.0,20959.0,0.0,16211.0,16333.0,33549.0,,,,,,,,,,,,,
WASKO,2012,,288327.0,243167.0,15691.0,15598.0,13871.0,1931.0,4025.0,11777.0,2973.0,3112.0,487.0,12125.0,0.0,12125.0,0.0,8708.0,8590.0,22743.0,,,,,,,,,,,,,
WASKO,2013,,371874.0,311017.0,15762.0,17460.0,27635.0,5443.0,14320.0,18758.0,1072.0,7295.0,1326.0,13861.0,0.0,13861.0,0.0,8456.0,7385.0,33017.0,,,,,,,,,,,,,
WASKO,2014,,372523.0,316339.0,17022.0,17250.0,21912.0,5551.0,8523.0,18940.0,643.0,1753.0,721.0,18551.0,0.0,18551.0,0.0,13533.0,12683.0,32926.0,,,,,,,,,,,,,
WASKO,2015,,450863.0,371579.0,19749.0,21931.0,37604.0,2398.0,7400.0,32602.0,595.0,1636.0,505.0,32066.0,0.0,32066.0,0.0,26442.0,25232.0,48191.0,,,,,,,,,,,,,
WASKO,2016,,209289.0,163412.0,19700.0,18555.0,7622.0,1123.0,8743.0,2.0,1645.0,266.0,506.0,1887.0,0.0,1887.0,0.0,384.0,-151.0,14272.0,,,,,,,,,,,,,
WASKO,2017,,247425.0,197083.0,19626.0,17015.0,13701.0,2133.0,3584.0,12250.0,817.0,854.0,848.0,13061.0,0.0,13061.0,0.0,10152.0,9500.0,25844.0,,,,,,,,,,,,,
WASKO,2018,,319808.0,267140.0,19699.0,22345.0,10624.0,2085.0,5103.0,7606.0,2185.0,619.0,0.0,9172.0,0.0,9172.0,0.0,6788.0,6822.0,21754.0,,,,,,,,,,,,,
WASKO,2019,,414979.0,357908.0,20427.0,24445.0,12199.0,2577.0,7261.0,7515.0,1728.0,1378.0,0.0,7865.0,0.0,7865.0,0.0,5399.0,5856.0,22819.0,,,,,,,,,,,,,
WASKO,2020,,458502.0,393564.0,18491.0,28235.0,18212.0,6063.0,7140.0,17135.0,1569.0,1238.0,0.0,17466.0,0.0,17466.0,0.0,12467.0,12322.0,29123.0,,,,,,,,,,,,,
WASKO,2021,,502208.0,428769.0,18790.0,29792.0,24857.0,5273.0,7721.0,22409.0,1452.0,570.0,0.0,23291.0,0.0,23291.0,0.0,16176.0,15923.0,35304.0,,,,,,,,,,,,,
WASKO,2022,,565671.0,488627.0,24568.0,29518.0,22958.0,8399.0,19518.0,11839.0,2847.0,2385.0,0.0,12301.0,0.0,12301.0,0.0,6372.0,6427.0,27669.0,,,,,,,,,,,,,
WASKO,2023,,534102.0,459735.0,29217.0,30030.0,15120.0,5470.0,15657.0,4933.0,2273.0,2359.0,0.0,4847.0,0.0,4847.0,0.0,-670.0,-897.0,20856.0,,,,,,,,,,,,,
WASKO,2024,,526549.0,451192.0,31307.0,33235.0,10815.0,7516.0,9827.0,8504.0,4260.0,1829.0,0.0,10935.0,0.0,10935.0,0.0,6788.0,6709.0,23911.0,,,,,,,,,,,,,
WASKO,O4K,,545548.0,467147.0,31867.0,33968.0,12566.0,7278.0,10991.0,8853.0,4604.0,1946.0,0.0,11511.0,0.0,11511.0,0.0,7047.0,6933.0,23948.0,,,,,,,,,,,,,
WAWEL,2004,,199052.0,125133.0,36034.0,20188.0,17697.0,3704.0,3413.0,17988.0,10409.0,3821.0,0.0,24576.0,0.0,24576.0,0.0,18715.0,18715.0,22727.0,,,,,,,,,,,,,
WAWEL,2005,,217618.0,121107.0,48949.0,20776.0,26786.0,1003.0,3110.0,24679.0,4297.0,1018.0,0.0,27958.0,0.0,27958.0,29.0,22969.0,22969.0,28802.0,,,,,,,,,,,,,
WAWEL,2006,,239222.0,133843.0,56829.0,23973.0,24577.0,34485.0,4778.0,54284.0,922.0,683.0,0.0,54523.0,0.0,54523.0,0.0,44184.0,44184.0,58636.0,,,,,,,,,,,,,
WAWEL,2007,,245195.0,132219.0,59518.0,23936.0,29522.0,1258.0,2609.0,28171.0,820.0,1112.0,0.0,27879.0,0.0,27879.0,0.0,22378.0,22378.0,36495.0,,,,,,,,,,,,,
WAWEL,2008,,255389.0,133580.0,64589.0,24204.0,33016.0,1451.0,3586.0,30881.0,968.0,877.0,249.0,31221.0,0.0,31221.0,0.0,25053.0,25053.0,41045.0,,,,,,,,,,,,,
WAWEL,2009,,313333.0,177086.0,73206.0,23289.0,39752.0,1990.0,2515.0,39227.0,1473.0,877.0,100.0,39923.0,0.0,39923.0,0.0,32051.0,32051.0,49873.0,,,,,,,,,,,,,
WAWEL,2010,,377637.0,210504.0,80158.0,29119.0,57856.0,1409.0,2302.0,56963.0,3149.0,911.0,-48.0,59153.0,0.0,59153.0,0.0,47739.0,47739.0,68062.0,,,,,,,,,,,,,
WAWEL,2011,,474433.0,281247.0,94721.0,29866.0,68599.0,1108.0,2843.0,66864.0,3715.0,464.0,67.0,70182.0,0.0,70182.0,0.0,56657.0,56657.0,78973.0,,,,,,,,,,,,,
WAWEL,2012,,555897.0,343556.0,96380.0,35172.0,80789.0,764.0,4113.0,77440.0,5392.0,101.0,-21.0,82710.0,0.0,82710.0,0.0,66668.0,66668.0,91773.0,,,,,,,,,,,,,
WAWEL,2013,,595645.0,367124.0,93673.0,36714.0,98134.0,1302.0,3425.0,96011.0,5367.0,207.0,-1367.0,99804.0,0.0,99804.0,0.0,80410.0,80410.0,110327.0,,,,,,,,,,,,,
WAWEL,2014,,594161.0,351243.0,94731.0,46235.0,101952.0,1920.0,950.0,102922.0,7147.0,851.0,-535.0,108683.0,0.0,108683.0,0.0,87179.0,87179.0,118380.0,,,,,,,,,,,,,
WAWEL,2015,,631188.0,380082.0,92604.0,50320.0,108182.0,798.0,1137.0,107843.0,6898.0,4.0,257.0,114994.0,0.0,114994.0,0.0,92868.0,92868.0,127486.0,,,,,,,,,,,,,
WAWEL,2016,,645896.0,398451.0,99598.0,48726.0,99121.0,896.0,1340.0,98677.0,6436.0,49.0,215.0,105279.0,0.0,105279.0,0.0,85086.0,85086.0,121636.0,,,,,,,,,,,,,
WAWEL,2017,,618456.0,366043.0,101846.0,52719.0,97848.0,1132.0,1485.0,97495.0,7758.0,277.0,-415.0,104561.0,0.0,104561.0,0.0,113322.0,113322.0,123114.0,,,,,,,,,,,,,
WAWEL,2018,,559164.0,347731.0,53824.0,63213.0,94396.0,1144.0,1170.0,94370.0,3354.0,599.0,-1265.0,95860.0,0.0,95860.0,0.0,77256.0,77256.0,123005.0,,,,,,,,,,,,,
WAWEL,2019,,564440.0,356218.0,62298.0,75013.0,70911.0,0.0,608.0,70303.0,3657.0,918.0,0.0,73042.0,0.0,73042.0,0.0,58610.0,58610.0,99824.0,,,,,,,,,,,,,
WAWEL,2020,,488621.0,307542.0,54889.0,58184.0,68006.0,4095.0,0.0,72101.0,2095.0,1409.0,-1242.0,71545.0,0.0,71545.0,0.0,57260.0,57260.0,101844.0,,,,,,,,,,,,,
WAWEL,2021,,517949.0,346923.0,56214.0,58288.0,56524.0,-186.0,0.0,56338.0,1141.0,1130.0,-144.0,56205.0,0.0,56205.0,0.0,43226.0,43226.0,86061.0,,,,,,,,,,,,,
WAWEL,2022,,585142.0,433175.0,61425.0,52806.0,37736.0,-187.0,0.0,37549.0,8932.0,566.0,-26.0,45889.0,0.0,45889.0,0.0,36976.0,36976.0,66898.0,,,,,,,,,,,,,
WAWEL,2023,,663444.0,461813.0,62027.0,62406.0,77198.0,339.0,0.0,77537.0,12013.0,1119.0,0.0,88431.0,0.0,88431.0,0.0,72084.0,72084.0,106037.0,,,,,,,,,,,,,
WAWEL,2024,,689277.0,486494.0,63961.0,61918.0,76904.0,707.0,0.0,77611.0,14949.0,474.0,0.0,92086.0,0.0,92086.0,0.0,73734.0,73734.0,105729.0,,,,,,,,,,,,,
WAWEL,O4K,,705345.0,501977.0,64493.0,66001.0,72874.0,695.0,0.0,73569.0,17164.0,326.0,0.0,90407.0,0.0,90407.0,0.0,72215.0,72215.0,101370.0,,,,,,,,,,,,,
WIELTON,2006,,278206.0,252774.0,12686.0,5358.0,7388.0,6948.0,2511.0,11825.0,89.0,1298.0,0.0,10616.0,0.0,10616.0,0.0,8354.0,8354.0,16315.0,,,,,,,,,,,,,
WIELTON,2007,,385553.0,305373.0,13493.0,11150.0,55537.0,5768.0,4399.0,56906.0,732.0,2234.0,0.0,55404.0,0.0,55404.0,0.0,44830.0,44830.0,62051.0,,,,,,,,,,,,,
WIELTON,2008,,368435.0,288068.0,15421.0,8659.0,56287.0,4817.0,7515.0,53589.0,8947.0,17385.0,0.0,45151.0,0.0,45151.0,0.0,36176.0,36176.0,59960.0,,,,,,,,,,,,,
WIELTON,2009,,162833.0,142903.0,13899.0,9095.0,-3064.0,12392.0,19484.0,-10156.0,7937.0,8630.0,0.0,-10849.0,0.0,-10849.0,0.0,-9900.0,-9900.0,-2024.0,,,,,,,,,,,,,
WIELTON,2010,,261793.0,233638.0,20961.0,12537.0,-5343.0,10879.0,10965.0,-5429.0,6386.0,6774.0,0.0,-5817.0,0.0,-5817.0,0.0,-8804.0,-8804.0,5799.0,,,,,,,,,,,,,
WIELTON,2011,,496045.0,425650.0,40786.0,13154.0,16455.0,5788.0,3522.0,18721.0,2663.0,9751.0,0.0,11633.0,0.0,11633.0,0.0,10368.0,10368.0,30209.0,,,,,,,,,,,,,
WIELTON,2012,,605238.0,512488.0,49115.0,18176.0,25459.0,6276.0,2695.0,29040.0,7473.0,8871.0,0.0,27642.0,0.0,27642.0,0.0,22885.0,22885.0,42613.0,,,,,,,,,,,,,
WIELTON,2013,,588101.0,492880.0,40635.0,19657.0,34929.0,6725.0,6303.0,35351.0,1487.0,11647.0,0.0,25191.0,0.0,25191.0,0.0,25633.0,25633.0,50151.0,,,,,,,,,,,,,
WIELTON,2014,,584207.0,493290.0,41173.0,24360.0,25384.0,2873.0,1761.0,26496.0,1071.0,20249.0,0.0,7318.0,0.0,7318.0,0.0,24477.0,24477.0,41004.0,,,,,,,,,,,,,
WIELTON,2015,,630276.0,543250.0,39675.0,25342.0,22009.0,26925.0,4404.0,44530.0,496.0,8006.0,0.0,37020.0,0.0,37020.0,0.0,33892.0,33892.0,60778.0,,,,,,,,,,,,,
WIELTON,2016,,1197698.0,1020935.0,57863.0,41316.0,77584.0,8859.0,4036.0,82407.0,4608.0,5860.0,0.0,81155.0,0.0,81155.0,0.0,59604.0,55126.0,106097.0,,,,,,,,,,,,,
WIELTON,2017,,1597248.0,1379682.0,85400.0,55323.0,76843.0,15167.0,2973.0,89037.0,3290.0,7879.0,0.0,84448.0,0.0,84448.0,0.0,83429.0,77323.0,116127.0,,,,,,,,,,,,,
WIELTON,2018,,2068313.0,1785074.0,112147.0,76797.0,94295.0,15520.0,13733.0,96082.0,638.0,13182.0,0.0,83538.0,0.0,83538.0,0.0,70967.0,69369.0,129823.0,,,,,,,,,,,,,
WIELTON,2019,,2343187.0,2075932.0,125131.0,82503.0,59621.0,37029.0,6964.0,89686.0,3302.0,12515.0,0.0,80473.0,0.0,80473.0,0.0,57891.0,57642.0,141834.0,,,,,,,,,,,,,
WIELTON,2020,,1817302.0,1628960.0,102215.0,73245.0,12882.0,32254.0,8119.0,37017.0,2262.0,19287.0,0.0,19992.0,0.0,19992.0,0.0,27292.0,31113.0,96042.0,,,,,,,,,,,,,
WIELTON,2021,,2696420.0,2388009.0,140761.0,92179.0,75471.0,8181.0,4359.0,79293.0,2442.0,22551.0,0.0,59184.0,0.0,59184.0,0.0,47636.0,47254.0,144460.0,,,,,,,,,,,,,
WIELTON,2022,,3433366.0,3018155.0,168394.0,124549.0,122268.0,27739.0,19087.0,130920.0,35245.0,39419.0,0.0,126746.0,0.0,126746.0,0.0,114430.0,114280.0,203040.0,,,,,,,,,,,,,
WIELTON,2023,,3225223.0,2793512.0,159978.0,146853.0,124880.0,30040.0,25006.0,129914.0,23263.0,36023.0,0.0,117154.0,0.0,117154.0,0.0,103963.0,105865.0,206580.0,,,,,,,,,,,,,
WIELTON,2024,,2104751.0,1908637.0,160985.0,148922.0,-113793.0,19018.0,9595.0,-104370.0,3833.0,43946.0,0.0,-144483.0,0.0,-144483.0,0.0,-147144.0,-141884.0,-17244.0,,,,,,,,,,,,,
WIELTON,O4K,,2042618.0,1880230.0,158738.0,141650.0,-138000.0,13779.0,9298.0,-133519.0,4370.0,48383.0,0.0,-177532.0,0.0,-177532.0,0.0,-182375.0,-178052.0,-44409.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2012,,40421.0,32125.0,0.0,0.0,8296.0,1315.0,495.0,9116.0,99.0,144.0,479.0,9550.0,0.0,9550.0,0.0,7255.0,7255.0,12245.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2013,,38323.0,35871.0,0.0,0.0,2452.0,160.0,990.0,1622.0,49.0,36.0,183.0,1818.0,0.0,1818.0,0.0,1648.0,1648.0,4841.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2014,,200570.0,172358.0,0.0,0.0,28212.0,579.0,4937.0,23854.0,294.0,17493.0,0.0,6655.0,0.0,6655.0,0.0,4149.0,4149.0,44629.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2015,,325583.0,254896.0,0.0,0.0,70687.0,810.0,7546.0,63951.0,960.0,21400.0,-28111.0,15400.0,0.0,15400.0,0.0,5686.0,4332.0,94393.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2016,,415144.0,328173.0,0.0,0.0,86971.0,1985.0,8093.0,80863.0,649.0,17986.0,-48126.0,15400.0,0.0,15400.0,0.0,53848.0,53756.0,123240.0,,,,,,,,,,,,,
WIRTUALNA-POLSKA,2017,,465613.0,375939.0,0.0,0.0,89674.0,988.0,12033.0,78629.0,620.0,19641.0,-5319.0,54289.0,0.0,54289.0,0.0,40032.0,35325.0,132519.0,,,,,,,,,,,,,
