Spółka,Rok,Przychody ze sprzedaży,Zysk netto,Zysk operacyjny (EBIT),EBITDA,Aktywa trwałe,Aktywa obrotowe,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Przepływy pieniężne z działalności inwestycyjnej,Przepływy pieniężne razem,Lata raportu
BANK-MILLENNIUM,2019,,560732.0,,1016215.0,,,98398595.0,,,,98055942.0,-570674.0,-912588.0,,5
BANK-MILLENNIUM,2020,,22817.0,,421346.0,,,97771785.0,,,,97771785.0,-3137601.0,2035786.0,,4
BANK-MILLENNIUM,2021,,-1331866.0,,-928298.0,,,104306346.0,,,,103913908.0,2787342.0,-556582.0,,3
BANK-MILLENNIUM,2022,,-1014566.0,,-521833.0,,,110941969.0,,,,110941969.0,9994922.0,1218949.0,,2
BANK-MILLENNIUM,2023,,575717.0,,1524004.0,,,125520004.0,,,,125520004.0,14395773.0,-12187857.0,,1
BANK-MILLENNIUM,2024,,719209.0,,1101215.0,,,139151532.0,,,,139151532.0,12411879.0,-19179868.0,,0
BANK-OCHRONY-SRODOWISKA,2007,,46552.0,,84064.0,,,9128911.0,,,,9128911.0,-362216.0,-48801.0,,17
BANK-OCHRONY-SRODOWISKA,2008,,349.0,,27608.0,,,11181565.0,,,,11181565.0,20267.0,-28577.0,,16
BANK-OCHRONY-SRODOWISKA,2009,,26893.0,,59627.0,,,12086840.0,,,,12086840.0,-309036.0,246218.0,,15
BANK-OCHRONY-SRODOWISKA,2010,,63182.0,,99993.0,,,15180187.0,,,,15180187.0,-100560.0,54117.0,,14
BANK-OCHRONY-SRODOWISKA,2011,,62418.0,,108031.0,,,15637117.0,,,,15637117.0,-978188.0,-297881.0,,13
BANK-OCHRONY-SRODOWISKA,2012,,33841.0,,73835.0,,,16866539.0,,,,16866539.0,937285.0,-281559.0,,12
BANK-OCHRONY-SRODOWISKA,2013,,65903.0,,120831.0,,,18417105.0,,,,18417105.0,552099.0,-92885.0,,11
BANK-OCHRONY-SRODOWISKA,2014,,65906.0,,131094.0,,,19677717.0,,,,19677717.0,-422046.0,-14252.0,,10
BANK-OCHRONY-SRODOWISKA,2015,,-51118.0,,-4317.0,,,20921772.0,,,,20921772.0,251681.0,118049.0,,9
BANK-OCHRONY-SRODOWISKA,2016,,-60148.0,,-33497.0,,,20829489.0,,,,20829489.0,1656013.0,-269661.0,,8
BANK-OCHRONY-SRODOWISKA,2017,,46062.0,,113672.0,,,19676720.0,,,,19676720.0,171815.0,-207279.0,,7
BANK-OCHRONY-SRODOWISKA,2018,,63728.0,,128310.0,,,18251025.0,,,,18251025.0,184714.0,-234952.0,,6
BANK-OCHRONY-SRODOWISKA,2019,,71994.0,,165846.0,,,18486997.0,,,,18486997.0,22053.0,15382.0,,5
BANK-OCHRONY-SRODOWISKA,2020,,-306934.0,,-232848.0,,,20505829.0,,,,20505829.0,967028.0,-141272.0,,4
BANK-OCHRONY-SRODOWISKA,2021,,47456.0,,135112.0,,,20777139.0,,,,20585740.0,1197905.0,-39778.0,,3
BANK-OCHRONY-SRODOWISKA,2022,,128244.0,,256868.0,,,22006181.0,,,,22006181.0,1999065.0,-281603.0,,2
BANK-OCHRONY-SRODOWISKA,2023,,78374.0,,230916.0,,,22032451.0,,,,22032451.0,-944871.0,-328900.0,,1
BANK-OCHRONY-SRODOWISKA,2024,,79656.0,,227946.0,,,22718495.0,,,,22718495.0,-173034.0,648136.0,,0
BBI-DEVELOPMENT,2004,1181.0,-5615.0,-5615.0,-5614.0,397.0,30098.0,30495.0,28200.0,0.0,2295.0,30495.0,2115.0,0.0,2115.0,20
BBI-DEVELOPMENT,2005,2777.0,109.0,109.0,131.0,1356.0,34559.0,35915.0,29180.0,0.0,6735.0,35915.0,-11093.0,0.0,-11093.0,19
BBI-DEVELOPMENT,2006,3946.0,6764.0,3035.0,3093.0,1524.0,52522.0,54046.0,53808.0,0.0,238.0,54046.0,3378.0,812.0,22054.0,18
BBI-DEVELOPMENT,2007,3853.0,-511.0,-1561.0,-1375.0,7562.0,282447.0,290009.0,134373.0,141467.0,13754.0,290009.0,-137604.0,623.0,16748.0,17
BBI-DEVELOPMENT,2008,11317.0,1260.0,1097.0,1332.0,154217.0,261906.0,416123.0,140190.0,189605.0,74018.0,416123.0,-56036.0,171.0,-34718.0,16
BBI-DEVELOPMENT,2009,990.0,-9010.0,-7870.0,-7707.0,6595.0,420277.0,426872.0,196135.0,67126.0,151692.0,426872.0,-5653.0,84.0,3843.0,15
BBI-DEVELOPMENT,2010,67131.0,11962.0,28351.0,28505.0,160735.0,309479.0,470214.0,233838.0,70051.0,155659.0,470214.0,-6382.0,10564.0,10142.0,14
BBI-DEVELOPMENT,2011,69639.0,16316.0,24374.0,24601.0,199391.0,295545.0,494936.0,250513.0,85453.0,148361.0,494936.0,-37962.0,-5712.0,-5147.0,13
BBI-DEVELOPMENT,2012,77758.0,2207.0,10074.0,10456.0,221645.0,265421.0,487066.0,252811.0,104111.0,119535.0,487066.0,2193.0,-552.0,-624.0,12
BBI-DEVELOPMENT,2013,69618.0,17336.0,1258.0,1840.0,226981.0,280759.0,507740.0,270420.0,82896.0,143815.0,507740.0,-9105.0,-2346.0,1688.0,11
BBI-DEVELOPMENT,2014,47287.0,-13822.0,2450.0,3105.0,316341.0,231921.0,548262.0,256601.0,106893.0,174156.0,548262.0,-15994.0,-5028.0,687.0,10
BBI-DEVELOPMENT,2015,22136.0,-3390.0,399.0,1066.0,251353.0,225357.0,476710.0,241972.0,115368.0,108761.0,476710.0,17784.0,-8438.0,4790.0,9
BBI-DEVELOPMENT,2016,89513.0,-5224.0,2349.0,3050.0,204317.0,187368.0,391685.0,214764.0,59605.0,106707.0,391685.0,19676.0,-7205.0,-7646.0,8
BBI-DEVELOPMENT,2017,27008.0,-19359.0,-12022.0,-11319.0,192256.0,178341.0,370597.0,194897.0,72382.0,92709.0,370597.0,14633.0,-7787.0,506.0,7
BBI-DEVELOPMENT,2018,10319.0,-17788.0,-5057.0,-4563.0,208406.0,213366.0,421772.0,176769.0,88743.0,145964.0,421772.0,1943.0,-8276.0,-1984.0,6
BBI-DEVELOPMENT,2019,20770.0,-58010.0,-54059.0,-53091.0,186733.0,123980.0,310713.0,128430.0,58024.0,124258.0,310713.0,-70163.0,93408.0,5446.0,5
BBI-DEVELOPMENT,2020,84501.0,3679.0,1874.0,2874.0,189401.0,44595.0,233996.0,132109.0,32776.0,69110.0,233996.0,24032.0,3028.0,4810.0,4
BBI-DEVELOPMENT,2021,20901.0,-6421.0,-1592.0,-527.0,140750.0,66520.0,207270.0,125688.0,32133.0,49448.0,207270.0,-827.0,5864.0,-10844.0,3
BBI-DEVELOPMENT,2022,16273.0,-9401.0,-2015.0,-2015.0,161849.0,43736.0,205585.0,116154.0,5297.0,84133.0,205585.0,-1052.0,16360.0,3660.0,2
BBI-DEVELOPMENT,2023,24444.0,50922.0,52949.0,52949.0,246877.0,17103.0,263980.0,166859.0,59765.0,37355.0,263980.0,-15092.0,22548.0,-4490.0,1
BBI-DEVELOPMENT,2024,13919.0,-3370.0,260.0,260.0,236787.0,8929.0,245716.0,163472.0,2770.0,79473.0,245716.0,-4534.0,-915.0,-4812.0,0
BBT,2015,,,,0.0,4177.0,4928.0,9105.0,7274.0,714.0,1117.0,9105.0,,,0.0,9
BBT,2016,14059.0,5945.0,7470.0,11308.0,5659.0,6117.0,11776.0,10009.0,1071.0,696.0,11776.0,9621.0,-5322.0,5388.0,8
BBT,2017,20464.0,8481.0,10524.0,15427.0,9944.0,10947.0,20891.0,15408.0,1629.0,3854.0,20891.0,8332.0,-9162.0,-2660.0,7
BBT,2018,37525.0,8991.0,10532.0,14864.0,40053.0,9699.0,49752.0,34781.0,3338.0,11654.0,49752.0,9820.0,-7172.0,1358.0,6
BBT,2019,49734.0,-9878.0,-10972.0,-4346.0,47982.0,18713.0,66695.0,51038.0,2465.0,13209.0,66695.0,2967.0,-23574.0,807.0,5
BBT,2020,140236.0,14585.0,9665.0,22284.0,47652.0,42690.0,90342.0,64764.0,3684.0,19836.0,90342.0,23658.0,-6659.0,16948.0,4
BBT,2021,238995.0,17764.0,22355.0,35016.0,47777.0,71853.0,119630.0,75865.0,2979.0,37580.0,119630.0,30153.0,-9876.0,12619.0,3
BBT,2022,294040.0,9237.0,10978.0,23481.0,50822.0,89222.0,140044.0,77732.0,2506.0,63933.0,140044.0,44282.0,-18219.0,12315.0,2
BBT,2023,245536.0,9535.0,3926.0,15799.0,70312.0,71513.0,141825.0,75033.0,6925.0,61327.0,141825.0,21098.0,-24263.0,-13699.0,1
BBT,2024,224766.0,4101.0,12816.0,29648.0,73437.0,48531.0,121968.0,73629.0,8703.0,39354.0,121968.0,20812.0,-32375.0,-17008.0,0
BCS,2018,34.0,0.0,0.0,0.0,0.0,962.0,962.0,951.0,0.0,11.0,962.0,-662.0,0.0,285.0,6
BCS,2019,7479.0,5059.0,5418.0,5604.0,9.0,6093.0,6102.0,6010.0,0.0,92.0,6102.0,3917.0,-195.0,3722.0,5
BCS,2020,11433.0,8230.0,8718.0,8720.0,46.0,10056.0,10102.0,9939.0,0.0,163.0,10102.0,5992.0,-5.0,1687.0,4
BCS,2021,18577.0,12409.0,12941.0,13034.0,1609.0,21350.0,22959.0,20780.0,1140.0,1039.0,22959.0,9355.0,-48.0,7621.0,3
BCS,2022,25782.0,16736.0,17008.0,17366.0,1315.0,30892.0,32207.0,29570.0,1017.0,1620.0,32207.0,9630.0,-38.0,1181.0,2
BCS,2023,16628.0,2375.0,2785.0,3272.0,1505.0,21897.0,23402.0,20381.0,537.0,2484.0,23402.0,7029.0,-131.0,-4580.0,1
BCS,2024,15436.0,6859.0,7089.0,7521.0,1241.0,21680.0,22921.0,20960.0,244.0,1717.0,22921.0,3221.0,-23.0,-3268.0,0
BCX,2019,2.0,-1596.0,-1575.0,-1527.0,780.0,1749.0,2529.0,1905.0,0.0,566.0,2529.0,-1668.0,-180.0,-470.0,5
BCX,2020,11.0,-2431.0,-2448.0,-2359.0,886.0,3423.0,4309.0,3036.0,0.0,493.0,4309.0,-1675.0,-14.0,2102.0,4
BCX,2021,0.0,-4398.0,-4339.0,-3962.0,1685.0,6511.0,8196.0,6000.0,150.0,893.0,8196.0,-4018.0,134.0,2851.0,3
BCX,2022,0.0,-8921.0,-8900.0,-8455.0,1628.0,4359.0,5987.0,3485.0,178.0,1564.0,5987.0,-7875.0,-352.0,-1936.0,2
BCX,2023,0.0,-13688.0,-14015.0,-13580.0,1523.0,11212.0,12735.0,10467.0,76.0,1889.0,12735.0,-14748.0,-458.0,5190.0,1
BCX,2024,0.0,-14898.0,-15034.0,-14460.0,2433.0,39421.0,41854.0,38418.0,150.0,2910.0,41854.0,-17567.0,-84.0,24323.0,0
BENEFIT-SYSTEMS,2007,6453.0,549.0,704.0,795.0,159.0,1400.0,1559.0,1026.0,0.0,533.0,1559.0,-217.0,-106.0,541.0,17
BENEFIT-SYSTEMS,2008,26363.0,3773.0,4626.0,4837.0,230.0,8331.0,8561.0,5438.0,0.0,3123.0,8561.0,3623.0,-364.0,3898.0,16
BENEFIT-SYSTEMS,2009,94482.0,5167.0,6276.0,6814.0,2968.0,13690.0,16658.0,8605.0,7.0,8046.0,16658.0,2615.0,-2282.0,-1667.0,15
BENEFIT-SYSTEMS,2010,165045.0,16502.0,20842.0,21466.0,8095.0,33760.0,41855.0,22111.0,186.0,19566.0,41855.0,24723.0,-6727.0,14954.0,14
BENEFIT-SYSTEMS,2011,244955.0,37302.0,30277.0,32119.0,44442.0,67076.0,111518.0,80081.0,154.0,31222.0,111518.0,33859.0,-40706.0,14601.0,13
BENEFIT-SYSTEMS,2012,320003.0,29115.0,36101.0,39908.0,86144.0,49135.0,135279.0,98256.0,542.0,36580.0,135279.0,33853.0,-36465.0,-15909.0,12
BENEFIT-SYSTEMS,2013,383390.0,26734.0,33069.0,37777.0,129319.0,60131.0,189450.0,123018.0,2391.0,64602.0,189450.0,36230.0,-64096.0,-19200.0,11
BENEFIT-SYSTEMS,2014,452340.0,38547.0,49786.0,53468.0,181575.0,67586.0,249161.0,152999.0,7860.0,88302.0,249161.0,56180.0,-52061.0,-719.0,10
BENEFIT-SYSTEMS,2015,581456.0,48659.0,54900.0,70442.0,284613.0,104130.0,388743.0,185559.0,88054.0,109427.0,388743.0,71557.0,-42927.0,17153.0,9
BENEFIT-SYSTEMS,2016,741972.0,77840.0,95347.0,118784.0,373660.0,195780.0,569440.0,224946.0,159861.0,167382.0,569440.0,117372.0,-66622.0,40943.0,8
BENEFIT-SYSTEMS,2017,964786.0,86708.0,121411.0,155529.0,525920.0,236115.0,762035.0,202033.0,201713.0,340445.0,762035.0,139161.0,-161847.0,-12737.0,7
BENEFIT-SYSTEMS,2018,1219571.0,116190.0,153555.0,197917.0,791668.0,296997.0,1088665.0,564727.0,148454.0,373242.0,1088665.0,139989.0,-263000.0,23361.0,6
BENEFIT-SYSTEMS,2019,1527391.0,107022.0,155461.0,357942.0,1804753.0,274876.0,2079629.0,618557.0,942704.0,516665.0,2079629.0,379856.0,-152155.0,-3769.0,5
BENEFIT-SYSTEMS,2020,1033736.0,-98692.0,-3387.0,207836.0,1620773.0,423530.0,2044303.0,524527.0,969436.0,551867.0,2044303.0,222119.0,-34184.0,151730.0,4
BENEFIT-SYSTEMS,2021,954938.0,-23855.0,-4010.0,205088.0,1727957.0,452841.0,2180798.0,603747.0,894823.0,684298.0,2180798.0,240571.0,-125735.0,29235.0,3
BENEFIT-SYSTEMS,2022,1909120.0,139077.0,212751.0,444827.0,1767710.0,466311.0,2234021.0,727033.0,896959.0,611646.0,2234021.0,439669.0,-155074.0,-34688.0,2
BENEFIT-SYSTEMS,2023,2774145.0,444873.0,540099.0,827573.0,2098639.0,701784.0,2800423.0,996758.0,989847.0,812246.0,2800423.0,830457.0,-262216.0,215677.0,1
BENEFIT-SYSTEMS,2024,3397270.0,454659.0,628269.0,981270.0,2756974.0,662966.0,3419940.0,1154725.0,1244741.0,1015238.0,3419940.0,962338.0,-537054.0,-124506.0,0
BEST,2004,9369.0,4743.0,4930.0,5131.0,1341.0,8109.0,9450.0,4984.0,136.0,4330.0,9450.0,2322.0,-148.0,-530.0,20
BEST,2005,11132.0,6253.0,6062.0,6504.0,3435.0,8510.0,11945.0,11237.0,248.0,460.0,11945.0,5851.0,-3252.0,978.0,19
BEST,2006,15167.0,4007.0,4030.0,4901.0,7406.0,9907.0,17313.0,15244.0,275.0,1794.0,17313.0,4113.0,3997.0,8723.0,18
BEST,2007,21174.0,2370.0,3230.0,5047.0,10599.0,13654.0,24253.0,17527.0,695.0,6031.0,24253.0,5088.0,-7031.0,1582.0,17
BEST,2008,26575.0,4308.0,5169.0,7005.0,14195.0,11238.0,25433.0,21830.0,489.0,3114.0,25433.0,4279.0,-1451.0,-1572.0,16
BEST,2009,24162.0,-2225.0,-2183.0,-326.0,18666.0,5392.0,24058.0,20622.0,556.0,2880.0,24058.0,5545.0,-5121.0,424.0,15
BEST,2010,22462.0,1996.0,1254.0,3067.0,21975.0,6375.0,28350.0,24585.0,1210.0,2555.0,28350.0,2602.0,-1588.0,1014.0,14
BEST,2011,55150.0,23438.0,31992.0,33784.0,87185.0,14654.0,101839.0,51531.0,31423.0,18823.0,101839.0,10716.0,-41346.0,5990.0,13
BEST,2012,77045.0,26889.0,36611.0,38409.0,113664.0,58091.0,171755.0,79016.0,60085.0,32577.0,171755.0,-25090.0,-1063.0,2977.0,12
BEST,2013,131398.0,70594.0,80263.0,82105.0,128770.0,143774.0,272544.0,150527.0,85058.0,36845.0,272544.0,16006.0,-1902.0,7504.0,11
BEST,2014,124006.0,29207.0,67927.0,70614.0,128279.0,294121.0,422400.0,199803.0,201693.0,20872.0,422400.0,-44510.0,-8416.0,17310.0,10
BEST,2015,140908.0,82176.0,88241.0,91361.0,302393.0,391715.0,694108.0,282929.0,234293.0,176854.0,694108.0,-169182.0,-8566.0,5739.0,9
BEST,2016,210278.0,38726.0,133582.0,137688.0,261989.0,642876.0,904865.0,356127.0,425111.0,123527.0,904865.0,-117763.0,-17295.0,-21149.0,8
BEST,2017,198573.0,55052.0,91356.0,96595.0,260268.0,985650.0,1245918.0,429519.0,529722.0,286423.0,1245918.0,-165814.0,-4027.0,68995.0,7
BEST,2018,190150.0,34942.0,75059.0,80912.0,166360.0,1116988.0,1283348.0,450558.0,596234.0,149749.0,1283348.0,88533.0,3075.0,-19703.0,6
BEST,2019,222168.0,43383.0,84700.0,92917.0,163360.0,1081508.0,1244868.0,472345.0,364378.0,325728.0,1244868.0,138637.0,-5140.0,10089.0,5
BEST,2020,295142.0,34773.0,87298.0,95451.0,129690.0,1005197.0,1134887.0,504864.0,258710.0,371113.0,1134887.0,209723.0,-5323.0,-16735.0,4
BEST,2021,339066.0,28041.0,98669.0,107259.0,86165.0,1065477.0,1151642.0,526987.0,203943.0,420550.0,1151642.0,114165.0,-4925.0,-18273.0,3
BEST,2022,453604.0,142994.0,224216.0,233207.0,112857.0,1236475.0,1349332.0,688728.0,323114.0,337190.0,1349332.0,67002.0,-5346.0,4851.0,2
BEST,2023,353833.0,51075.0,134815.0,143947.0,132369.0,1412753.0,1545122.0,749812.0,500636.0,294465.0,1545122.0,-128842.0,-8040.0,13120.0,1
BEST,2024,404568.0,103269.0,174622.0,184632.0,183901.0,1672908.0,1856809.0,897793.0,638839.0,320172.0,1856809.0,-31795.0,-14593.0,17445.0,0
BETACOM,2004,88799.0,2959.0,3354.0,4236.0,3171.0,24421.0,27592.0,21465.0,0.0,5409.0,27592.0,220.0,-916.0,-1158.0,20
BETACOM,2005,116089.0,1104.0,1462.0,2811.0,6815.0,32570.0,39385.0,21559.0,1469.0,14250.0,39385.0,1217.0,-2545.0,-1830.0,19
BETACOM,2006,85040.0,1499.0,2037.0,4046.0,9141.0,26627.0,35768.0,22008.0,1615.0,10446.0,35768.0,4338.0,-3586.0,-1010.0,18
BETACOM,2007,143873.0,2313.0,3216.0,5782.0,9503.0,42288.0,51791.0,23210.0,1850.0,21973.0,51791.0,2669.0,-1253.0,-1215.0,17
BETACOM,2008,160695.0,543.0,1348.0,4059.0,10387.0,31690.0,42077.0,22905.0,1662.0,9699.0,42077.0,7796.0,-3230.0,2825.0,16
BETACOM,2009,69435.0,-2958.0,-2436.0,434.0,11081.0,24856.0,35937.0,19481.0,771.0,8529.0,35937.0,3149.0,-2649.0,-847.0,15
BETACOM,2010,94881.0,-2769.0,-3100.0,-404.0,12073.0,24814.0,36887.0,16712.0,405.0,11898.0,36887.0,-128.0,-3199.0,-4388.0,14
BETACOM,2011,81312.0,1625.0,2414.0,4550.0,9858.0,24964.0,34822.0,18337.0,499.0,9795.0,34822.0,4427.0,-781.0,3013.0,13
BETACOM,2012,78171.0,1704.0,2128.0,4381.0,9452.0,30239.0,39691.0,18829.0,1450.0,13414.0,39691.0,6436.0,-684.0,3755.0,12
BETACOM,2013,107920.0,2390.0,2773.0,4998.0,7552.0,34282.0,41834.0,19805.0,1202.0,9239.0,41834.0,5468.0,10.0,2859.0,11
BETACOM,2014,93811.0,1703.0,1925.0,4145.0,8257.0,47964.0,56221.0,19488.0,3568.0,20480.0,56221.0,-4285.0,-914.0,-3004.0,10
BETACOM,2015,105131.0,1823.0,2184.0,4418.0,10387.0,44587.0,54974.0,19796.0,1849.0,20851.0,54974.0,2632.0,-2423.0,-1354.0,9
BETACOM,2016,123557.0,427.0,596.0,2680.0,12472.0,39829.0,52301.0,18607.0,0.0,12813.0,52301.0,3593.0,-1128.0,-3820.0,8
BETACOM,2017,157810.0,2557.0,3254.0,4730.0,9677.0,48082.0,57759.0,21063.0,0.0,20303.0,57759.0,7778.0,-1901.0,1520.0,7
BETACOM,2018,106756.0,1131.0,1656.0,3277.0,12311.0,27968.0,40279.0,20679.0,397.0,13174.0,40279.0,3333.0,-2441.0,-783.0,6
BETACOM,2019,95589.0,478.0,560.0,2238.0,11011.0,28019.0,39030.0,20551.0,52.0,14801.0,39030.0,4270.0,-2293.0,913.0,5
BETACOM,2020,100029.0,-2866.0,-2907.0,-1176.0,7267.0,31883.0,39150.0,17685.0,0.0,18003.0,39150.0,3931.0,-214.0,7121.0,4
BETACOM,2021,128614.0,1690.0,1380.0,4576.0,16336.0,39402.0,55738.0,19285.0,2690.0,31535.0,55738.0,-1245.0,-1885.0,-2119.0,3
BETACOM,2022,145821.0,-882.0,-467.0,3492.0,14391.0,32940.0,47331.0,18622.0,4793.0,22634.0,47331.0,8671.0,-1650.0,2188.0,2
BETACOM,2023,176934.0,1162.0,2066.0,5672.0,14492.0,34747.0,49239.0,19212.0,3577.0,25525.0,49239.0,5324.0,-7875.0,-6238.0,1
BETACOM,2024,190564.0,1566.0,1927.0,5758.0,18383.0,49529.0,67912.0,20046.0,8007.0,39414.0,67912.0,15061.0,-1804.0,11143.0,0
BIO-PLANET,2012,27263.0,545.0,564.0,679.0,1554.0,6727.0,8281.0,2117.0,0.0,6157.0,8281.0,,,0.0,12
BIO-PLANET,2013,42809.0,1089.0,1552.0,1690.0,1653.0,10380.0,12033.0,3207.0,0.0,8819.0,12033.0,89.0,-273.0,307.0,11
BIO-PLANET,2014,63074.0,1529.0,2207.0,2511.0,7444.0,13701.0,21145.0,7147.0,2569.0,10994.0,21145.0,2248.0,-6429.0,-267.0,10
BIO-PLANET,2015,86071.0,2002.0,2856.0,3496.0,19782.0,19457.0,39239.0,8972.0,11106.0,18738.0,39239.0,331.0,-12956.0,-65.0,9
BIO-PLANET,2016,113469.0,792.0,1979.0,2996.0,20213.0,23326.0,43539.0,9764.0,10330.0,23205.0,43539.0,2600.0,-1461.0,226.0,8
BIO-PLANET,2017,123293.0,1016.0,1338.0,2526.0,19975.0,27219.0,47194.0,10780.0,9357.0,26767.0,47194.0,783.0,-875.0,86.0,7
BIO-PLANET,2018,128441.0,83.0,1166.0,2404.0,20931.0,25325.0,46256.0,10863.0,8448.0,26790.0,46256.0,2802.0,-1999.0,-11.0,6
BIO-PLANET,2019,153060.0,1812.0,2999.0,4248.0,22776.0,28824.0,51600.0,12619.0,8481.0,29998.0,51600.0,4682.0,-2943.0,33.0,5
BIO-PLANET,2020,203929.0,4991.0,7489.0,8756.0,30824.0,36445.0,67269.0,16686.0,12234.0,35088.0,67269.0,2730.0,-7422.0,-283.0,4
BIO-PLANET,2021,205476.0,3610.0,5194.0,6644.0,32771.0,42255.0,75026.0,18196.0,11108.0,43630.0,75026.0,3151.0,-3600.0,-116.0,3
BIO-PLANET,2022,201462.0,581.0,2641.0,4078.0,55424.0,50576.0,106000.0,22720.0,39853.0,41764.0,106000.0,12091.0,-23091.0,13.0,2
BIO-PLANET,2023,254627.0,945.0,1612.0,4529.0,54186.0,49677.0,103863.0,23665.0,19901.0,58303.0,103863.0,5731.0,-1531.0,-7.0,1
BIO-PLANET,2024,279477.0,2000.0,4255.0,7233.0,53857.0,51518.0,105375.0,25665.0,17890.0,59137.0,105375.0,6103.0,-1893.0,336.0,0
BIOMAXIMA,2009,6680.0,610.0,773.0,1177.0,1912.0,3827.0,5739.0,3195.0,505.0,2030.0,5739.0,418.0,-1295.0,19.0,15
BIOMAXIMA,2010,7188.0,539.0,810.0,1171.0,5035.0,5466.0,10501.0,6732.0,1116.0,2646.0,10501.0,103.0,-3902.0,-45.0,14
BIOMAXIMA,2011,10512.0,999.0,1409.0,1951.0,7027.0,6096.0,13123.0,7848.0,2503.0,2767.0,13123.0,1832.0,-2252.0,219.0,13
BIOMAXIMA,2012,19029.0,1271.0,1738.0,2767.0,8455.0,11478.0,19933.0,13453.0,2317.0,3989.0,19933.0,-6004.0,-748.0,708.0,12
BIOMAXIMA,2013,21816.0,1325.0,1719.0,3249.0,10238.0,11938.0,22176.0,14030.0,4235.0,3768.0,22176.0,1249.0,-1522.0,-214.0,11
BIOMAXIMA,2014,21647.0,413.0,675.0,2549.0,9171.0,12236.0,21407.0,14508.0,1595.0,5235.0,21407.0,561.0,-298.0,-403.0,10
BIOMAXIMA,2015,23085.0,1455.0,1759.0,3405.0,8479.0,13485.0,21964.0,15639.0,3635.0,2636.0,21964.0,2287.0,-219.0,689.0,9
BIOMAXIMA,2016,28746.0,1228.0,1474.0,3246.0,9446.0,13970.0,23416.0,16833.0,937.0,5492.0,23416.0,1439.0,-625.0,-291.0,8
BIOMAXIMA,2017,29726.0,808.0,882.0,2656.0,9709.0,16314.0,26023.0,17454.0,1154.0,6947.0,26023.0,1507.0,-2084.0,53.0,7
BIOMAXIMA,2018,32657.0,-463.0,-248.0,1158.0,25969.0,17996.0,43965.0,16849.0,7444.0,15268.0,43965.0,2120.0,-17160.0,-285.0,6
BIOMAXIMA,2019,30474.0,14.0,684.0,2367.0,25177.0,18119.0,43296.0,18420.0,6481.0,11942.0,43296.0,4928.0,-1598.0,-518.0,5
BIOMAXIMA,2020,62989.0,7756.0,9645.0,11539.0,26024.0,27371.0,53395.0,26414.0,7517.0,11293.0,53395.0,3973.0,-1649.0,3805.0,4
BIOMAXIMA,2021,79088.0,10243.0,13653.0,15307.0,28384.0,33545.0,61929.0,29193.0,15388.0,17348.0,61929.0,-132.0,-3368.0,-1390.0,3
BIOMAXIMA,2022,143867.0,28885.0,34854.0,36874.0,38196.0,36225.0,74421.0,52456.0,10988.0,10977.0,74421.0,37065.0,-7831.0,9911.0,2
BIOMAXIMA,2023,46786.0,586.0,728.0,3216.0,50950.0,22833.0,73783.0,46974.0,16371.0,10438.0,73783.0,1592.0,-17248.0,-11404.0,1
BIOMAXIMA,2024,52851.0,535.0,1308.0,4671.0,50897.0,25439.0,76336.0,47326.0,11874.0,17136.0,76336.0,-152.0,-759.0,-594.0,0
BIOTON,2004,128754.0,8353.0,19709.0,33099.0,115044.0,142944.0,257988.0,183318.0,20867.0,53803.0,257988.0,-11105.0,-28080.0,26622.0,20
BIOTON,2005,151586.0,34627.0,41717.0,50999.0,198951.0,159172.0,358123.0,255418.0,20785.0,81920.0,358123.0,7127.0,-70512.0,-957.0,19
BIOTON,2006,215479.0,92698.0,74856.0,88540.0,637149.0,354484.0,991633.0,790117.0,68201.0,115327.0,991633.0,-10763.0,-389428.0,54476.0,18
BIOTON,2007,270942.0,26486.0,108089.0,128808.0,1105052.0,395203.0,1500255.0,871106.0,216083.0,398630.0,1500255.0,-530.0,-320570.0,-19677.0,17
BIOTON,2008,293517.0,-223033.0,-71487.0,-47754.0,1694300.0,370472.0,2064772.0,1106545.0,236633.0,590453.0,2064772.0,37745.0,-289398.0,14637.0,16
BIOTON,2009,216846.0,-618593.0,-576908.0,-543054.0,1130143.0,444872.0,1575015.0,973848.0,92388.0,431934.0,1575015.0,-79516.0,-130528.0,-6068.0,15
BIOTON,2010,378097.0,110726.0,90064.0,128708.0,1146509.0,438239.0,1584748.0,1093704.0,191072.0,223796.0,1584748.0,27170.0,57981.0,2970.0,14
BIOTON,2011,288984.0,-83936.0,-51059.0,-13973.0,1631108.0,393441.0,2024549.0,1197057.0,274395.0,365280.0,2024549.0,-22200.0,-97065.0,-34287.0,13
BIOTON,2012,406303.0,36870.0,66945.0,103238.0,1631276.0,284048.0,1915324.0,1244013.0,166430.0,412261.0,1915324.0,144796.0,-102822.0,17751.0,12
BIOTON,2013,340358.0,-6369.0,10884.0,40299.0,1647715.0,243083.0,1890798.0,1299076.0,272956.0,232729.0,1890798.0,79963.0,-57851.0,-13986.0,11
BIOTON,2014,377303.0,3248.0,22106.0,55891.0,1636509.0,317386.0,1953895.0,1360644.0,270766.0,237552.0,1953895.0,41874.0,-5926.0,6378.0,10
