Spółka,Rok,Data publikacji,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Skup akcji,Płatności z tytułu umów leasingu,Przepływy pieniężne razem,Free Cash Flow,Przepływy operacyjne razem
AIRWAY-MEDIX,O4K,,-8958.0,91.0,-72.0,19.0,9094.0,0.0,0.0,0.0,0.0,64.0,-8977.0,
ALE,2017,,440119.0,382691.0,-13352534.0,67335.0,13268810.0,8853440.0,,,24568.0,356395.0,348216.0,
ALE,2018,,918606.0,421697.0,-111978.0,116451.0,-368996.0,0.0,0.0,0.0,20954.0,437632.0,781201.0,
ALE,2019,,1246539.0,439303.0,-202887.0,143026.0,-1433802.0,0.0,0.0,0.0,24844.0,-390150.0,1078669.0,
ALE,2020,,1509890.0,463789.0,-218205.0,230541.0,-510502.0,0.0,0.0,0.0,29129.0,781183.0,1250220.0,
ALE,2021,,1406597.0,520795.0,-429900.0,407071.0,-204516.0,0.0,0.0,0.0,36044.0,772181.0,963482.0,
ALE,2022,,1854680.0,3182663.0,-3075888.0,722262.0,141526.0,0.0,0.0,0.0,105444.0,-1079682.0,1026974.0,
ALE,2023,,2540857.0,1623976.0,-466843.0,470465.0,-883900.0,0.0,0.0,87626.0,166087.0,1190114.0,1904305.0,
ALE,2024,,3623183.0,1043960.0,-640451.0,618725.0,-967342.0,0.0,0.0,0.0,184987.0,2015390.0,2819471.0,
ALE,O4K,,2654940.0,1037575.0,-793623.0,698556.0,-987683.0,0.0,0.0,0.0,187308.0,873634.0,1769076.0,
ALG,2011,,124.0,140.0,-2618.0,0.0,2483.0,2859.0,0.0,,,-11.0,124.0,
ALG,2012,,655.0,232.0,-209.0,0.0,-555.0,0.0,0.0,,,-109.0,655.0,
ALG,2013,,877.0,227.0,399.0,0.0,-143.0,0.0,0.0,0.0,,1133.0,877.0,
ALG,2014,,-358.0,142.0,135.0,0.0,354.0,0.0,0.0,0.0,,131.0,-358.0,
ALG,2015,,-360.0,0.0,158.0,0.0,391.0,0.0,0.0,0.0,,189.0,-360.0,
ALG,2016,,-461.0,0.0,-130.0,0.0,471.0,0.0,0.0,0.0,,-120.0,-461.0,
ALG,2017,,-884.0,0.0,1139.0,0.0,-310.0,0.0,0.0,0.0,,-55.0,-884.0,
ALG,2018,,-398.0,0.0,1292.0,0.0,-938.0,0.0,0.0,0.0,0.0,-44.0,-398.0,
ALG,2019,,-127.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,48.0,3.0,-175.0,
ALG,2020,,590.0,8269.0,-23445.0,25099.0,20651.0,0.0,0.0,0.0,278.0,-2204.0,-24787.0,
ALG,2021,,-940.0,10973.0,2998.0,20247.0,-2176.0,0.0,0.0,0.0,508.0,-118.0,-21695.0,
ALG,2022,,-957.0,11936.0,-2321.0,8048.0,3029.0,0.0,0.0,0.0,252.0,-249.0,-9257.0,
ALG,2023,,-8076.0,1398.0,-4323.0,5553.0,12333.0,13948.0,0.0,0.0,457.0,-66.0,-14086.0,
ALG,2024,,-173.0,601.0,-211.0,475.0,351.0,0.0,0.0,0.0,500.0,-33.0,-1148.0,
ALG,O4K,,-1808.0,486.0,1288.0,-1031.0,398.0,0.0,0.0,0.0,466.0,-122.0,-1243.0,
ALIOR-BANK,2009,,15542.0,32434.0,-140623.0,140636.0,0.0,0.0,0.0,,,,-125094.0,-125081.0
ALIOR-BANK,2010,,476168.0,48584.0,-77348.0,77348.0,0.0,0.0,0.0,,,,398820.0,398820.0
ALIOR-BANK,2011,,26611.0,56207.0,-55076.0,55133.0,104323.0,,0.0,,,,-28522.0,75858.0
ALIOR-BANK,2012,,-374256.0,72555.0,-108740.0,108885.0,1051254.0,770546.0,0.0,,,,-483141.0,568258.0
ALIOR-BANK,2013,,48791.0,75157.0,-108404.0,108402.0,-30402.0,0.0,0.0,,,,-59611.0,-90015.0
ALIOR-BANK,2014,,-302953.0,75456.0,-78913.0,56003.0,588852.0,460269.0,0.0,,,,-358956.0,206986.0
ALIOR-BANK,2015,,742707.0,86363.0,-365963.0,112488.0,369195.0,195532.0,0.0,,,,630219.0,745939.0
ALIOR-BANK,2016,,-2225587.0,105477.0,-643448.0,473855.0,2376066.0,0.0,0.0,0.0,,,-2699442.0,-492969.0
ALIOR-BANK,2017,,-576220.0,177040.0,-204068.0,210048.0,685411.0,0.0,0.0,0.0,,,-786268.0,-94877.0
ALIOR-BANK,2018,,757539.0,174527.0,-203473.0,211089.0,-89794.0,12904.0,0.0,0.0,,,546450.0,464272.0
ALIOR-BANK,2019,,-302192.0,247593.0,-146792.0,151353.0,-250527.0,0.0,0.0,0.0,,,-453545.0,-699511.0
ALIOR-BANK,2020,,1375989.0,287658.0,-156783.0,147306.0,-156783.0,0.0,0.0,0.0,,,1228683.0,1062423.0
ALIOR-BANK,2021,,2066599.0,232983.0,-171195.0,181380.0,-591914.0,0.0,0.0,0.0,,,1885219.0,1303490.0
ALIOR-BANK,2022,,-504441.0,242015.0,-311738.0,149751.0,-363069.0,0.0,0.0,0.0,,,-654192.0,-1179248.0
ALIOR-BANK,2023,,-4280276.0,258776.0,3588014.0,169623.0,851858.0,0.0,0.0,1.0,,,-4449899.0,159596.0
ALIOR-BANK,2024,,-555631.0,270449.0,585449.0,189359.0,-445726.0,0.0,0.0,0.0,,,-744990.0,-415908.0
ALIOR-BANK,O4K,,3538964.0,268003.0,-317667.0,172760.0,-43935.0,0.0,0.0,0.0,,,3366204.0,3177362.0
ALL,2009,,252.0,473.0,-1026.0,1086.0,-2299.0,698.0,0.0,,,-3073.0,-834.0,
ALL,2010,,239.0,353.0,-605.0,584.0,58.0,0.0,0.0,,,-308.0,-345.0,
ALL,2011,,676.0,557.0,-66.0,68.0,1862.0,2688.0,0.0,0.0,,2472.0,608.0,
ALL,2012,,3345.0,693.0,-3030.0,2590.0,-395.0,12.0,0.0,0.0,,-80.0,755.0,
ALL,2013,,2385.0,1147.0,-1857.0,1723.0,-97.0,0.0,0.0,0.0,,431.0,662.0,
ALL,2014,,-72.0,1734.0,10404.0,514.0,14285.0,0.0,0.0,0.0,,24617.0,-586.0,
ALL,2015,,14305.0,2899.0,-7736.0,7813.0,1661.0,0.0,0.0,0.0,,8230.0,6492.0,
ALL,2016,,5861.0,6582.0,-995.0,1599.0,-4791.0,0.0,0.0,0.0,,75.0,4262.0,
ALL,2017,,7486.0,7327.0,-5588.0,1713.0,-9809.0,0.0,2471.0,0.0,,-7911.0,5773.0,
ALL,2018,,8531.0,7888.0,-3177.0,3042.0,-6910.0,0.0,0.0,0.0,3577.0,-1556.0,1912.0,
ALL,2019,,5927.0,8396.0,-3400.0,1953.0,-1880.0,0.0,0.0,0.0,3960.0,647.0,14.0,
ALL,2020,,25719.0,8300.0,-2629.0,1967.0,-3742.0,0.0,0.0,0.0,5372.0,19348.0,18380.0,
ALL,2021,,26082.0,8331.0,-27987.0,12296.0,89531.0,0.0,3954.0,0.0,3559.0,87626.0,10227.0,
ALL,2022,,45640.0,12950.0,-126719.0,99474.0,59146.0,0.0,3954.0,0.0,5934.0,-21933.0,-59768.0,
ALL,2023,,55155.0,14451.0,-19771.0,12095.0,-11874.0,0.0,12536.0,0.0,8760.0,23510.0,34300.0,
ALL,2024,,67868.0,21441.0,-187857.0,7182.0,110429.0,0.0,0.0,0.0,4030.0,-9560.0,56656.0,
ALL,O4K,,49588.0,23531.0,-208768.0,7169.0,166702.0,0.0,0.0,0.0,4273.0,7522.0,38146.0,
ALTUS,2011,,10687.0,21.0,-2520.0,25.0,-728.0,800.0,1000.0,,,7439.0,10662.0,
ALTUS,2012,,20350.0,18.0,-4047.0,47.0,-7259.0,40.0,6998.0,,,9044.0,20303.0,
ALTUS,2013,,39283.0,33.0,-6716.0,116.0,-15863.0,40.0,15042.0,0.0,,16704.0,39167.0,
ALTUS,2014,,30865.0,48.0,-140368.0,42.0,115736.0,153751.0,0.0,0.0,,6233.0,30823.0,
ALTUS,2015,,54049.0,96.0,89381.0,138.0,-46569.0,0.0,0.0,0.0,,96861.0,53911.0,
ALTUS,2016,,91550.0,113.0,-37328.0,348.0,-56400.0,0.0,0.0,0.0,,-2178.0,91202.0,
ALTUS,2017,,93338.0,432.0,83561.0,96.0,-187829.0,0.0,68280.0,0.0,,-10930.0,93242.0,
ALTUS,2018,,55223.0,594.0,-63017.0,297.0,-73238.0,0.0,68718.0,0.0,,-81032.0,54926.0,
ALTUS,2019,,17500.0,1033.0,-157.0,566.0,-6907.0,0.0,0.0,5500.0,507.0,10436.0,16427.0,
ALTUS,2020,,-15455.0,934.0,31153.0,41.0,-52715.0,0.0,0.0,52000.0,555.0,-37017.0,-16051.0,
ALTUS,2021,,9540.0,671.0,-21091.0,1227.0,-539.0,0.0,0.0,0.0,435.0,-12090.0,7878.0,
ALTUS,2022,,7539.0,981.0,5615.0,3204.0,-1978.0,0.0,0.0,0.0,597.0,11176.0,3738.0,
ALTUS,2023,,8761.0,985.0,-14098.0,565.0,-1693.0,0.0,0.0,0.0,482.0,-7030.0,7714.0,
ALTUS,2024,,9096.0,1331.0,-9891.0,1190.0,-688.0,0.0,0.0,0.0,438.0,-1483.0,7468.0,
ALTUS,O4K,,7872.0,1441.0,-5966.0,1144.0,-688.0,0.0,0.0,0.0,448.0,1218.0,6280.0,
AMBRA,2005,,43938.0,12981.0,-21662.0,,-17049.0,,,,,5227.0,43938.0,
AMBRA,2006,,6227.0,11979.0,-22027.0,,58861.0,,,,,43061.0,6227.0,
AMBRA,2007,,20992.0,12567.0,-52074.0,40479.0,15762.0,0.0,6766.0,0.0,,-15320.0,-19487.0,
AMBRA,2008,,-1912.0,11876.0,-36197.0,24053.0,23390.0,0.0,9894.0,0.0,,-14719.0,-25965.0,
AMBRA,2009,,59170.0,11925.0,-7313.0,9853.0,-60552.0,0.0,2687.0,0.0,,-8695.0,49317.0,
AMBRA,2010,,53306.0,11089.0,-10742.0,16412.0,-41062.0,0.0,5706.0,0.0,,1502.0,36894.0,
AMBRA,2011,,44765.0,10277.0,-5198.0,14343.0,-44822.0,0.0,12094.0,0.0,,-5255.0,30422.0,
AMBRA,2012,,19059.0,10571.0,-11784.0,14911.0,-7412.0,0.0,14493.0,0.0,,-137.0,4148.0,
AMBRA,2013,,43926.0,10375.0,-10265.0,11035.0,-25197.0,0.0,14248.0,0.0,,8464.0,32891.0,
AMBRA,2014,,30290.0,10662.0,-11918.0,13198.0,-25078.0,0.0,15323.0,0.0,,-6706.0,17092.0,
AMBRA,2015,,56838.0,11881.0,3770.0,13625.0,-60206.0,0.0,16135.0,0.0,,402.0,43213.0,
AMBRA,2016,,34831.0,11271.0,-8961.0,12185.0,-23919.0,0.0,18861.0,0.0,,1951.0,22646.0,
AMBRA,2017,,51840.0,11130.0,-11462.0,13616.0,-35760.0,0.0,18820.0,0.0,,4618.0,38224.0,
AMBRA,2018,,55340.0,12003.0,-13452.0,14360.0,-24802.0,0.0,21241.0,0.0,,17086.0,40980.0,
AMBRA,2019,,40788.0,13047.0,-17150.0,18288.0,-16281.0,0.0,21060.0,0.0,0.0,7357.0,22500.0,
AMBRA,2020,,17384.0,20372.0,-30497.0,30867.0,-1143.0,0.0,23280.0,0.0,7335.0,-14256.0,-20818.0,
AMBRA,2021,,107324.0,23308.0,-16078.0,16641.0,-85166.0,0.0,23808.0,0.0,9120.0,6080.0,81563.0,
AMBRA,2022,,35197.0,24262.0,-27563.0,29048.0,-9856.0,0.0,33306.0,0.0,10202.0,-2222.0,-4053.0,
AMBRA,2023,,68971.0,28240.0,-25503.0,29610.0,-45870.0,0.0,28858.0,0.0,15593.0,-2402.0,23768.0,
AMBRA,2024,,92494.0,30007.0,-45663.0,38145.0,-43344.0,0.0,34955.0,0.0,8510.0,3487.0,45839.0,
AMBRA,O4K,,110129.0,30899.0,-28972.0,32601.0,-76818.0,0.0,36939.0,0.0,6729.0,4339.0,70799.0,
AMICA,2004,,63712.0,39508.0,10360.0,25227.0,-64875.0,0.0,22972.0,,,9197.0,38485.0,
AMICA,2005,,53709.0,36103.0,-54203.0,57413.0,3751.0,0.0,0.0,,,3257.0,-3704.0,
AMICA,2006,,-7217.0,39715.0,-33825.0,43502.0,37394.0,0.0,0.0,,,-3648.0,-50719.0,
AMICA,2007,,67473.0,33240.0,-32007.0,47238.0,-40130.0,0.0,0.0,,,-4664.0,20235.0,
AMICA,2008,,47055.0,42989.0,-23922.0,40549.0,10116.0,0.0,0.0,,,33249.0,6506.0,
AMICA,2009,,145892.0,41024.0,-85356.0,13094.0,-65596.0,0.0,0.0,,,-5060.0,132798.0,
AMICA,2010,,8839.0,23819.0,176577.0,17801.0,-203494.0,0.0,0.0,,,-18078.0,-8962.0,
AMICA,2011,,52768.0,21343.0,-17752.0,30094.0,-38645.0,0.0,23222.0,0.0,,-3629.0,22674.0,
AMICA,2012,,110680.0,24910.0,-55680.0,63975.0,-2486.0,0.0,0.0,0.0,,52514.0,46705.0,
AMICA,2013,,53653.0,28894.0,-36247.0,51547.0,-66248.0,0.0,34899.0,0.0,,-48842.0,2106.0,
AMICA,2014,,89876.0,35636.0,-31743.0,47173.0,-28345.0,0.0,27116.0,0.0,,29788.0,42703.0,
AMICA,2015,,57113.0,36989.0,-149314.0,159651.0,101848.0,0.0,23525.0,0.0,,9647.0,-102538.0,
AMICA,2016,,195889.0,45507.0,-85262.0,92524.0,-92245.0,0.0,31262.0,0.0,,18382.0,103365.0,
AMICA,2017,,143853.0,47900.0,-83734.0,97739.0,-17220.0,0.0,43049.0,0.0,,42899.0,46114.0,
AMICA,2018,,144967.0,53167.0,-71496.0,92439.0,-88456.0,0.0,23326.0,30000.0,4997.0,-14985.0,47531.0,
AMICA,2019,,119387.0,55395.0,-38967.0,57673.0,-60769.0,0.0,30101.0,0.0,22825.0,19651.0,38889.0,
AMICA,2020,,353400.0,59400.0,-24700.0,29000.0,-153600.0,0.0,22600.0,0.0,17400.0,175100.0,307000.0,
AMICA,2021,,-167000.0,65900.0,-84500.0,86900.0,41500.0,0.0,45400.0,0.0,22200.0,-210000.0,-276100.0,
AMICA,2022,,378900.0,69600.0,-73300.0,84400.0,-200900.0,0.0,26700.0,0.0,24900.0,104700.0,269600.0,
AMICA,2023,,115600.0,53800.0,-64000.0,71600.0,-44800.0,0.0,0.0,0.0,27200.0,6800.0,16800.0,
AMICA,2024,,95700.0,60400.0,-36800.0,39700.0,-86100.0,0.0,19200.0,0.0,26500.0,-27200.0,29500.0,
AMICA,O4K,,23200.0,61200.0,-29600.0,36900.0,-26700.0,0.0,19200.0,0.0,26800.0,-33100.0,-40500.0,
ANR,2017,,-21071.0,3227.0,-1854.0,1758.0,25954.0,11998.0,0.0,0.0,2411.0,3029.0,-25240.0,
ANR,2018,,-14872.0,3581.0,-2726.0,2719.0,20109.0,16022.0,0.0,0.0,2567.0,2511.0,-20158.0,
ANR,2019,,-2367.0,5240.0,-4257.0,4257.0,11303.0,8297.0,0.0,0.0,3494.0,4679.0,-10118.0,
ANR,2020,,15297.0,8061.0,-3317.0,5371.0,-2138.0,0.0,0.0,0.0,5530.0,9842.0,4396.0,
ANR,2021,,-17934.0,9878.0,-14483.0,14489.0,33363.0,0.0,0.0,0.0,10441.0,946.0,-42864.0,
ANR,2022,,46935.0,13022.0,-21432.0,16638.0,80.0,0.0,0.0,0.0,11931.0,25583.0,18366.0,
ANR,2023,,103721.0,16275.0,-10866.0,10681.0,-54045.0,29007.0,0.0,0.0,13956.0,38810.0,79084.0,
ANR,2024,,193451.0,22388.0,-24747.0,24862.0,-209470.0,0.0,0.0,0.0,15056.0,-40766.0,153533.0,
ANR,O4K,,184157.0,23282.0,-16498.0,21387.0,-162402.0,0.0,0.0,0.0,15751.0,5257.0,147019.0,
APATOR,2004,,36111.0,10111.0,-12205.0,8792.0,-19116.0,0.0,9204.0,0.0,,4790.0,27319.0,
APATOR,2005,,29646.0,13462.0,-20070.0,14452.0,-4200.0,0.0,11908.0,0.0,,5376.0,15194.0,
APATOR,2006,,13462.0,12608.0,-16070.0,14102.0,-30317.0,0.0,22174.0,0.0,,-32925.0,-640.0,
APATOR,2007,,33173.0,12806.0,-8914.0,14317.0,-24407.0,0.0,19006.0,0.0,,-148.0,18856.0,
APATOR,2008,,54750.0,13944.0,-82109.0,9283.0,37869.0,0.0,16773.0,1475.0,,10510.0,45467.0,
APATOR,2009,,45928.0,15226.0,-32493.0,13236.0,-23332.0,0.0,14588.0,558.0,,-9897.0,32692.0,
APATOR,2010,,32567.0,14623.0,-23872.0,13943.0,-2663.0,92.0,17312.0,0.0,,6032.0,18624.0,
APATOR,2011,,44858.0,16867.0,-37655.0,40496.0,-330.0,0.0,12684.0,0.0,,6873.0,4362.0,
APATOR,2012,,97913.0,18293.0,-12106.0,28157.0,-66178.0,0.0,36644.0,0.0,,19629.0,69756.0,
APATOR,2013,,41398.0,20767.0,-21965.0,22916.0,-44913.0,0.0,41701.0,0.0,,-25480.0,18482.0,
APATOR,2014,,93937.0,24373.0,-132089.0,138672.0,82015.0,0.0,18555.0,0.0,,43863.0,-44735.0,
APATOR,2015,,57122.0,31448.0,-59924.0,65224.0,-16916.0,0.0,23592.0,0.0,,-19718.0,-8102.0,
APATOR,2016,,62291.0,34778.0,-41040.0,40509.0,-41626.0,0.0,32421.0,0.0,,-20375.0,21782.0,
APATOR,2017,,150790.0,39284.0,-63457.0,53738.0,-67740.0,0.0,33048.0,0.0,,19593.0,97052.0,
APATOR,2018,,89783.0,41782.0,-45132.0,43092.0,-56922.0,0.0,37010.0,3089.0,5863.0,-12271.0,40828.0,
APATOR,2019,,121303.0,49871.0,-52001.0,58241.0,-64311.0,0.0,39950.0,2550.0,8706.0,4991.0,54356.0,
APATOR,2020,,125021.0,52509.0,-59901.0,73176.0,-70191.0,0.0,33048.0,479.0,8215.0,-5071.0,43630.0,
APATOR,2021,,31564.0,55772.0,-66469.0,91917.0,42486.0,0.0,22347.0,810.0,12630.0,7581.0,-72983.0,
APATOR,2022,,52153.0,55727.0,-47066.0,63012.0,-12939.0,0.0,14730.0,1951.0,8164.0,-7852.0,-19023.0,
APATOR,2023,,107935.0,56414.0,-25225.0,36302.0,-88751.0,0.0,14612.0,0.0,11582.0,-6041.0,60051.0,
APATOR,2024,,151193.0,57312.0,-58668.0,57322.0,-97748.0,0.0,17432.0,0.0,13257.0,-5223.0,80614.0,
APATOR,O4K,,165807.0,61063.0,-63985.0,63437.0,-97083.0,0.0,17432.0,0.0,14028.0,4739.0,88342.0,
APLISENS,2007,,5423.0,1606.0,-5124.0,5148.0,-5579.0,0.0,5589.0,,,-5280.0,275.0,
APLISENS,2008,,6160.0,2066.0,-10524.0,8734.0,-30.0,0.0,11.0,,,-4394.0,-2574.0,
APLISENS,2009,,5469.0,2211.0,-2616.0,1915.0,13935.0,13476.0,0.0,0.0,,16788.0,3554.0,
APLISENS,2010,,10305.0,2844.0,-11633.0,12002.0,314.0,418.0,0.0,0.0,,-1014.0,-1697.0,
APLISENS,2011,,12906.0,3682.0,-13118.0,6849.0,12.0,22.0,0.0,0.0,,-200.0,6057.0,
APLISENS,2012,,16371.0,3695.0,-2845.0,10770.0,-3098.0,33.0,3212.0,0.0,,10428.0,5601.0,
APLISENS,2013,,15113.0,3969.0,-26284.0,24656.0,-2780.0,662.0,3442.0,0.0,,-13951.0,-9543.0,
APLISENS,2014,,14649.0,4990.0,-12283.0,13070.0,-13229.0,698.0,3502.0,10425.0,,-10863.0,1579.0,
APLISENS,2015,,15573.0,5596.0,-5605.0,5844.0,-2972.0,941.0,3913.0,0.0,,6996.0,9729.0,
APLISENS,2016,,20602.0,6174.0,-11790.0,10396.0,-4370.0,2178.0,3433.0,2178.0,,4442.0,10206.0,
APLISENS,2017,,17988.0,6776.0,-12464.0,8636.0,-14952.0,1203.0,3874.0,4281.0,,-9428.0,9352.0,
APLISENS,2018,,23170.0,7125.0,-11899.0,12675.0,-6628.0,1197.0,4030.0,3298.0,0.0,4643.0,10495.0,
APLISENS,2019,,26287.0,7728.0,-12215.0,8838.0,-14513.0,1082.0,4407.0,11000.0,88.0,-441.0,17361.0,
APLISENS,2020,,25296.0,7657.0,-19067.0,19131.0,-2755.0,961.0,2976.0,2999.0,104.0,3474.0,6061.0,
APLISENS,2021,,20910.0,7290.0,-9686.0,5800.0,-13713.0,925.0,5341.0,9202.0,15.0,-2489.0,15095.0,
APLISENS,2022,,22059.0,7282.0,-948.0,9636.0,-17551.0,1471.0,7009.0,12000.0,13.0,3560.0,12410.0,
APLISENS,2023,,38018.0,7418.0,-25547.0,15598.0,-9472.0,1509.0,8861.0,-2109.0,11.0,2999.0,22409.0,
APLISENS,2024,,26978.0,8747.0,-12881.0,15592.0,-16624.0,2619.0,11250.0,7984.0,9.0,-2527.0,11377.0,
APLISENS,O4K,,18910.0,9079.0,-10694.0,13378.0,-16478.0,2762.0,11250.0,7984.0,6.0,-8262.0,5526.0,
APR,2013,,-7797.0,2543.0,-3822.0,3446.0,3342.0,4848.0,0.0,,,-8277.0,-11243.0,
APR,2014,,-2624.0,3382.0,-6159.0,6195.0,8560.0,3996.0,32541.0,,,-223.0,-8819.0,
APR,2015,,6478.0,3921.0,5315.0,3714.0,-6152.0,564.0,0.0,0.0,,5641.0,2764.0,
APR,2016,,-44571.0,4901.0,-731.0,5277.0,45302.0,50600.0,0.0,0.0,,0.0,-49848.0,
APR,2017,,-79212.0,6706.0,-15973.0,12560.0,100867.0,58377.0,0.0,0.0,,5682.0,-91772.0,
APR,2018,,22440.0,8666.0,-5175.0,5094.0,-12064.0,1336.0,0.0,0.0,8197.0,5201.0,9149.0,
APR,2019,,15337.0,20084.0,-13090.0,13359.0,1853.0,980.0,2603.0,0.0,19990.0,4100.0,-18012.0,
APR,2020,,127902.0,23505.0,-10271.0,9987.0,-122372.0,0.0,0.0,0.0,25150.0,-4741.0,92765.0,
APR,2021,,-96331.0,26177.0,-18090.0,18452.0,110135.0,0.0,13062.0,0.0,29389.0,-4286.0,-144172.0,
APR,2022,,50064.0,32849.0,-37634.0,38034.0,5553.0,0.0,19593.0,0.0,37042.0,17983.0,-25012.0,
APR,2023,,180085.0,43504.0,-37747.0,37979.0,-139868.0,0.0,19593.0,0.0,43521.0,2470.0,98585.0,
APR,2024,,124153.0,54284.0,-45393.0,45758.0,-77570.0,0.0,19593.0,0.0,43694.0,1190.0,34701.0,
APR,O4K,,68017.0,55793.0,-34468.0,33952.0,-9476.0,0.0,19593.0,0.0,40419.0,24073.0,-6354.0,
APS-ENERGIA,2011,,3975.0,1010.0,-1963.0,2008.0,199.0,0.0,0.0,,,2211.0,1967.0,
APS-ENERGIA,2012,,7225.0,1082.0,-3989.0,4189.0,-2235.0,0.0,0.0,0.0,,1001.0,3036.0,
APS-ENERGIA,2013,,3660.0,1845.0,-4675.0,4752.0,6677.0,3945.0,0.0,0.0,,5662.0,-1092.0,
APS-ENERGIA,2014,,5336.0,1880.0,-1934.0,1540.0,-1476.0,41.0,0.0,0.0,,1926.0,3796.0,
APS-ENERGIA,2015,,8523.0,2098.0,-9026.0,9362.0,3548.0,0.0,1045.0,0.0,,3045.0,-839.0,
APS-ENERGIA,2016,,-3337.0,2343.0,-17269.0,16991.0,7668.0,0.0,0.0,0.0,,-12938.0,-20328.0,
APS-ENERGIA,2017,,475.0,2925.0,-2909.0,3375.0,5374.0,0.0,0.0,0.0,,2940.0,-2900.0,
APS-ENERGIA,2018,,3291.0,2830.0,20640.0,1889.0,-24639.0,0.0,0.0,0.0,,-708.0,1402.0,
APS-ENERGIA,2019,,8657.0,3076.0,-379.0,1155.0,-4232.0,0.0,2537.0,0.0,1358.0,4046.0,6144.0,
APS-ENERGIA,2020,,2045.0,3333.0,-4330.0,4866.0,-3420.0,0.0,1409.0,0.0,1592.0,-5705.0,-4413.0,
APS-ENERGIA,2021,,4402.0,3205.0,-1765.0,2249.0,-866.0,0.0,0.0,0.0,917.0,1771.0,1236.0,
APS-ENERGIA,2022,,15758.0,3872.0,-2084.0,2381.0,-8467.0,0.0,0.0,0.0,1392.0,5207.0,11985.0,
APS-ENERGIA,2023,,-8441.0,3744.0,-849.0,1145.0,2758.0,0.0,0.0,0.0,1622.0,-6532.0,-11208.0,
APS-ENERGIA,2024,,2687.0,2573.0,-2859.0,2938.0,852.0,0.0,0.0,0.0,1567.0,680.0,-1818.0,
APS-ENERGIA,O4K,,4077.0,2529.0,-3198.0,3247.0,-2624.0,0.0,0.0,0.0,1507.0,-1745.0,-677.0,
ARCTIC-PAPER,2008,,85007.0,56157.0,-220655.0,53309.0,160548.0,0.0,25731.0,0.0,,24900.0,31698.0,
ARCTIC-PAPER,2009,,250968.0,67264.0,-132540.0,131713.0,-42231.0,0.0,0.0,0.0,,76197.0,119255.0,
ARCTIC-PAPER,2010,,120409.0,128614.0,-230583.0,99467.0,129974.0,0.0,49309.0,0.0,,19800.0,20942.0,
ARCTIC-PAPER,2011,,162247.0,127625.0,-56375.0,56591.0,-121615.0,0.0,0.0,0.0,,-15743.0,105656.0,
ARCTIC-PAPER,2012,,167054.0,123286.0,-54967.0,59627.0,-73391.0,0.0,0.0,0.0,,38696.0,107427.0,
ARCTIC-PAPER,2013,,14857.0,121521.0,-85797.0,87337.0,-8705.0,0.0,0.0,0.0,,-79645.0,-72480.0,
ARCTIC-PAPER,2014,,206433.0,121922.0,-60206.0,68853.0,-104354.0,0.0,0.0,0.0,,41873.0,137580.0,
ARCTIC-PAPER,2015,,172748.0,119057.0,-81646.0,102947.0,-62359.0,0.0,0.0,0.0,,28743.0,69801.0,
ARCTIC-PAPER,2016,,184958.0,120877.0,-174677.0,177612.0,-66817.0,0.0,0.0,0.0,,-56536.0,7346.0,
ARCTIC-PAPER,2017,,261595.0,111073.0,-180715.0,181448.0,41798.0,0.0,0.0,0.0,,122678.0,80147.0,
ARCTIC-PAPER,2018,,148609.0,92788.0,-173970.0,175300.0,-14221.0,0.0,13857.0,0.0,23707.0,-39582.0,-50398.0,
ARCTIC-PAPER,2019,,342290.0,86609.0,-121834.0,137643.0,-152939.0,0.0,41542.0,0.0,8964.0,67517.0,195683.0,
ARCTIC-PAPER,2020,,211464.0,113126.0,-141239.0,136499.0,-100950.0,0.0,0.0,0.0,10514.0,-30725.0,64451.0,
ARCTIC-PAPER,2021,,238193.0,114672.0,-159513.0,159874.0,-162068.0,0.0,20786.0,0.0,12179.0,-83388.0,66140.0,
ARCTIC-PAPER,2022,,607383.0,130994.0,-155879.0,154879.0,-124588.0,0.0,27715.0,0.0,6790.0,326916.0,445714.0,
ARCTIC-PAPER,2023,,471204.0,118237.0,-146720.0,200172.0,-288934.0,0.0,187077.0,0.0,9795.0,35550.0,261237.0,
ARCTIC-PAPER,2024,,188395.0,114302.0,-416630.0,423597.0,22835.0,0.0,69288.0,0.0,6354.0,-205400.0,-241556.0,
ARCTIC-PAPER,O4K,,71940.0,119080.0,-417601.0,422348.0,116694.0,0.0,69288.0,0.0,5778.0,-228967.0,-356186.0,
ARH,2012,,44157.0,1098.0,-18100.0,9833.0,-18234.0,59162.0,0.0,,,7823.0,34324.0,
ARH,2013,,32102.0,1065.0,-15017.0,24007.0,-28527.0,125200.0,147676.0,,,-11442.0,8095.0,
ARH,2014,,20976.0,1025.0,-29651.0,12491.0,10374.0,0.0,0.0,0.0,,1699.0,8485.0,
ARH,2015,,-35764.0,1206.0,122714.0,2028.0,-78650.0,23409.0,0.0,0.0,,8300.0,-37792.0,
ARH,2016,,-17611.0,972.0,-34605.0,35286.0,89512.0,71129.0,21416.0,0.0,,37296.0,-52897.0,
ARH,2017,,-934.0,1584.0,-24342.0,15499.0,82473.0,0.0,24000.0,352.0,,57197.0,-16433.0,
