Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
VRG,VRG,2011/Q1,"2,10","2,69","0,78","-0,00",,"3,20","0,66","0,20","10,35","-1,34",,"4,20","1,31","12,32","20,67"
VRG,VRG,2011/Q2,"1,55","2,71","0,57","0,01","285,32","3,29","0,47","0,21","7,55","-1,29",,"3,57","1,09","10,51","17,39"
VRG,VRG,2011/Q3,"0,80","2,62","0,31","-0,05",,"3,35","0,24","0,18","4,43","-1,39",,"2,82","0,84","9,11","15,59"
VRG,VRG,2011/Q4,"0,81","2,72","0,30","0,00","15 059,43","3,48","0,23","0,23","3,57","-1,26",,"2,81","0,81","8,00","12,36"
VRG,VRG,2012/Q1,"1,01","2,69","0,37","-0,01",,"3,56","0,28","0,20","5,14","-1,28",,"3,04","0,86","9,65","15,50"
VRG,VRG,2012/Q2,"0,88","2,74","0,32","0,02","43,36","3,58","0,25","0,18","4,91","-1,13",,"2,93","0,82","9,98","16,34"
VRG,VRG,2012/Q3,"0,80","2,42","0,33","0,11","7,34","2,98","0,27","0,18","4,51","-0,83",,"2,32","0,78","8,58","13,12"
VRG,VRG,2012/Q4,"1,08","2,49","0,43","0,09","11,78","2,95","0,37","0,16","6,66","-0,74",,"2,56","0,87","10,08","15,77"
VRG,VRG,2013/Q1,"1,26","2,44","0,52","0,06","20,15","2,92","0,43","0,14","9,04","-0,79",,"2,80","0,96","12,21","20,05"
VRG,VRG,2013/Q2,"0,96","2,52","0,38","0,11","8,93","2,94","0,33","0,20","4,91","-0,69",,"2,44","0,83","8,61","12,48"
VRG,VRG,2013/Q3,"1,90","2,30","0,83","0,25","7,67","2,27","0,84","0,19","9,80","-0,14",,"2,72","1,20","10,46","14,01"
VRG,VRG,2013/Q4,"1,87","2,36","0,79","0,26","7,22","2,29","0,82","0,19","9,66","-0,07",,"2,55","1,12","9,88","13,19"
VRG,VRG,2014/Q1,"1,75","2,35","0,75","0,28","6,18","2,31","0,76","0,21","8,36","-0,05",,"2,57","1,11","9,40","12,29"
VRG,VRG,2014/Q2,"1,68","2,39","0,70","0,27","6,26","2,38","0,71","0,21","8,05","-0,03",,"2,43","1,02","8,91","11,64"
VRG,VRG,2014/Q3,"1,82","2,40","0,76","0,10","18,95","2,44","0,75","0,19","9,74","-0,03",,"2,65","1,09","10,57","14,20"
VRG,VRG,2014/Q4,"1,79","2,48","0,72","0,12","15,34","2,55","0,70","0,21","8,46","0,06","29,98","2,43","0,95","8,78","11,49"
VRG,VRG,2015/Q1,"2,30","2,47","0,93","0,12","19,26","2,64","0,87","0,22","10,44","0,04","53,97","3,07","1,16","10,71","13,93"
VRG,VRG,2015/Q2,"2,01","2,53","0,80","0,14","14,39","2,73","0,74","0,24","8,33","0,12","17,11","2,72","0,99","8,78","11,25"
VRG,VRG,2015/Q3,"2,83","2,54","1,11","0,16","18,06","2,83","1,00","0,26","10,96","0,13","21,70","3,55","1,25","10,84","13,76"
VRG,VRG,2015/Q4,"2,92","2,62","1,11","0,16","18,08","2,96","0,99","0,27","10,86","0,19","15,04","3,49","1,18","10,26","13,00"
VRG,VRG,2016/Q1,"3,04","2,63","1,16","0,17","17,66","3,06","0,99","0,27","11,13","0,20","14,98","3,73","1,22","10,73","13,65"
VRG,VRG,2016/Q2,"3,21","2,68","1,20","0,17","18,85","3,14","1,02","0,27","11,86","0,30","10,80","3,89","1,24","11,24","14,36"
VRG,VRG,2016/Q3,"3,25","2,71","1,20","0,18","18,50","3,24","1,00","0,27","12,04","0,31","10,33","3,99","1,23","11,49","14,80"
VRG,VRG,2016/Q4,"3,44","2,79","1,23","0,20","17,32","3,38","1,02","0,29","11,93","0,37","9,25","4,05","1,20","11,00","14,06"
VRG,VRG,2017/Q1,"3,32","2,79","1,19","0,19","17,03","3,47","0,96","0,28","11,71","0,37","8,92","4,02","1,16","10,98","14,18"
VRG,VRG,2017/Q2,"3,40","2,86","1,19","0,20","16,76","3,53","0,96","0,30","11,43","0,48","7,11","4,12","1,17","10,82","13,86"
VRG,VRG,2017/Q3,"3,60","2,89","1,24","0,22","16,71","3,65","0,99","0,31","11,44","0,51","7,09","4,13","1,13","10,32","13,10"
VRG,VRG,2017/Q4,"4,38","3,03","1,45","0,24","18,17","3,84","1,14","0,35","12,49","0,65","6,71","4,87","1,27","11,13","13,89"
VRG,VRG,2018/Q1,"4,67","3,03","1,54","0,25","18,98","3,98","1,17","0,36","13,13","0,66","7,06","5,32","1,34","11,98","14,97"
VRG,VRG,2018/Q2,"4,59","3,09","1,48","0,24","18,82","4,05","1,13","0,34","13,37","0,76","6,04","5,13","1,27","11,81","14,95"
VRG,VRG,2018/Q3,"4,08","3,13","1,30","0,25","16,49","4,18","0,98","0,35","11,81","0,79","5,19","4,77","1,14","10,89","13,79"
VRG,VRG,2018/Q4,"4,04","3,43","1,18","0,23","17,68","3,44","1,18","0,31","13,17","0,90","4,47","4,33","1,26","11,38","14,12"
VRG,VRG,2019/Q1,"4,30","3,42","1,26","0,22","19,75","3,67","1,17","0,29","14,67","-0,33",,"6,10","1,66","13,24","20,79"
VRG,VRG,2019/Q2,"3,97","3,53","1,13","0,26","15,30","4,00","0,99","0,33","11,91","-0,21",,"5,68","1,42","9,44","17,05"
VRG,VRG,2019/Q3,"4,24","3,49","1,21","0,22","19,07","4,30","0,99","0,34","12,31","-0,17",,"6,12","1,42","8,54","17,78"
VRG,VRG,2019/Q4,"4,04","3,68","1,10","0,27","14,80","4,56","0,89","0,37","10,83","0,07","58,29","5,48","1,20","6,48","14,70"
VRG,VRG,2020/Q1,"1,85","3,55","0,52","0,15","12,59","4,48","0,41","0,33","5,65","-0,07",,"3,54","0,79","4,35","10,82"
VRG,VRG,2020/Q2,"2,28","3,54","0,64","0,04","64,83","4,08","0,56","0,16","14,00","-0,26",,"3,93","0,96","6,02","24,19"
VRG,VRG,2020/Q3,"2,30","3,56","0,65","0,06","35,84","4,07","0,57","0,16","14,00","-0,15",,"3,88","0,95","5,99","23,59"
VRG,VRG,2020/Q4,"2,77","3,51","0,79","-0,17",,"3,64","0,76","-0,05",,"-0,32",,"4,33","1,19","10,33","-85,24"
VRG,VRG,2021/Q1,"2,63","3,39","0,77","-0,12",,"3,53","0,74","-0,07",,"-0,44",,"4,58","1,30","11,70","-67,83"
VRG,VRG,2021/Q2,"3,67","3,52","1,04","-0,01",,"3,83","0,96","0,05","78,02","-0,27",,"5,35","1,40","10,76","113,81"
VRG,VRG,2021/Q3,"3,76","3,62","1,04","0,07","55,48","4,07","0,92","0,18","21,49","-0,14",,"5,32","1,31","8,61","30,38"
VRG,VRG,2021/Q4,"3,77","3,79","0,99","0,28","13,33","4,56","0,83","0,42","9,06","0,09","40,44","4,94","1,08","5,74","11,87"
VRG,VRG,2022/Q1,"3,77","3,78","1,00","0,36","10,57","4,87","0,77","0,50","7,46","0,05","70,94","5,20","1,07","5,46","10,30"
VRG,VRG,2022/Q2,"3,87","3,78","1,02","0,43","9,08","5,29","0,73","0,69","5,61","0,16","23,71","5,07","0,96","4,45","7,34"
VRG,VRG,2022/Q3,"3,38","3,82","0,89","0,36","9,28","5,35","0,63","0,65","5,21","0,16","20,75","4,85","0,91","4,37","7,47"
VRG,VRG,2022/Q4,"3,33","4,02","0,83","0,40","8,40","5,43","0,61","0,60","5,55","0,40","8,25","4,40","0,81","4,12","7,33"
VRG,VRG,2023/Q1,"3,29","4,03","0,82","0,42","7,78","5,53","0,59","0,60","5,50","0,32","10,23","4,68","0,85","4,33","7,81"
VRG,VRG,2023/Q2,"3,57","4,04","0,88","0,46","7,79","5,51","0,65","0,53","6,78","0,33","10,82","4,80","0,87","4,67","9,12"
VRG,VRG,2023/Q3,"3,32","4,04","0,82","0,42","7,85","5,41","0,61","0,47","7,09","0,34","9,83","4,62","0,85","4,67","9,87"
VRG,VRG,2023/Q4,"3,40","4,26","0,80","0,43","7,84","5,55","0,61","0,48","7,11","0,54","6,32","4,40","0,79","4,31","9,19"
VRG,VRG,2024/Q1,"3,15","4,26","0,74","0,43","7,33","5,60","0,56","0,47","6,71","0,50","6,28","4,55","0,81","4,44","9,68"
VRG,VRG,2024/Q2,"3,39","4,29","0,79","0,35","9,78","5,62","0,60","0,46","7,39","0,52","6,53","4,85","0,86","4,76","10,57"
VRG,VRG,2024/Q3,"3,49","4,34","0,80","0,39","9,04","5,68","0,61","0,43","8,13","0,53","6,59","5,23","0,92","5,25","12,17"
VRG,VRG,2024/Q4,"3,18","4,54","0,70","0,37","8,49","5,86","0,54","0,54","5,88","0,67","4,72","4,67","0,80","4,20","8,64"
VRG,VRG,2025/Q1,"3,66","4,56","0,80","0,39","9,37","5,93","0,62","0,55","6,71","0,67","5,45","5,52","0,93","4,92","10,12"
VIVID,VVD,2010/Q4,"0,00","0,10",,"0,00",,"0,00",,"0,00",,"0,06",,,,,
VIVID,VVD,2011/Q4,"0,00","0,12",,"0,01",,"0,15",,"0,02",,"0,09",,,,,
VIVID,VVD,2012/Q1,"0,00","0,12",,"0,03",,"0,18",,"0,04",,"0,09",,,,,
VIVID,VVD,2012/Q2,"0,00","0,18",,"0,02",,"0,13",,"0,03",,"0,16",,,,,
VIVID,VVD,2012/Q3,"0,42","0,18","2,38","0,01","43,02","0,15","2,87","0,02","25,60","0,15","2,85","0,38","2,61","17,80","23,24"
VIVID,VVD,2012/Q4,"0,69","0,20","3,46","0,02","39,86","0,20","3,44","0,03","26,25","0,17","3,98","0,68","3,40","15,86","25,97"
VIVID,VVD,2013/Q1,"0,73","0,21","3,53","0,03","28,90","0,23","3,22","0,04","20,59","0,19","3,85","0,71","3,11","13,07","19,91"
VIVID,VVD,2013/Q2,"0,68","0,21","3,28","0,03","27,05","0,25","2,72","0,04","19,20","0,19","3,56","0,66","2,64","12,16","18,67"
VIVID,VVD,2013/Q3,"1,39","0,21","6,70","0,04","36,03","0,30","4,65","0,05","27,84","0,19","7,27","1,38","4,61","19,53","27,65"
VIVID,VVD,2013/Q4,"2,65","0,22","11,87","0,03","92,60","0,32","8,33","0,04","69,91","0,17","15,32","2,64","8,29","53,81","69,63"
VIVID,VVD,2014/Q1,"3,99","0,24","16,49","0,04","109,84","0,37","10,75","0,05","87,40","0,19","21,21","4,01","10,80","69,87","87,84"
VIVID,VVD,2014/Q2,"2,60","0,26","10,11","0,05","47,39","0,43","6,08","0,07","39,20","0,21","12,34","2,62","6,12","32,01","39,43"
VIVID,VVD,2014/Q3,"2,99","0,29","10,32","0,08","36,30","0,50","6,01","0,09","31,84","0,22","13,36","3,00","6,04","26,48","31,99"
VIVID,VVD,2014/Q4,"4,84","0,33","14,76","0,10","46,28","0,59","8,24","0,13","36,85","0,26","18,58","4,82","8,20","31,51","36,68"
VIVID,VVD,2015/Q1,"4,70","0,37","12,57","0,14","34,62","0,63","7,41","0,17","27,43","0,30","15,82","4,63","7,29","23,74","26,99"
VIVID,VVD,2015/Q2,"5,37","0,16","33,43","0,15","35,29","0,68","7,91","0,19","27,72","-0,33",,"5,33","7,86","24,60","27,54"
VIVID,VVD,2015/Q3,"5,70","1,10","5,18","0,49","11,75","0,72","7,90","0,20","28,98","0,54","10,48","5,38","7,46","24,35","27,36"
VIVID,VVD,2015/Q4,"5,59","0,75","7,42","0,27","20,36","0,63","8,92","-0,04",,"-0,20",,"5,37","8,57","109,06","-144,85"
VIVID,VVD,2016/Q1,"5,06","0,76","6,68","0,24","21,34","0,72","6,99","-0,07",,"-0,25",,"4,93","6,81","79,86","-73,53"
VIVID,VVD,2016/Q2,"4,27","0,84","5,06","0,27","15,73","0,82","5,19","-0,01",,"-0,21",,"4,24","5,15","26,35","-555,25"
VIVID,VVD,2016/Q3,"5,00","0,81","6,16","-0,13",,"0,78","6,37","-0,07",,"-0,26",,"4,99","6,36","38,52","-71,13"
VIVID,VVD,2016/Q4,"3,81","0,89","4,28","0,11","35,14","0,82","4,63","0,12","30,84","-0,31",,"3,89","4,72","14,45","31,46"
VIVID,VVD,2017/Q1,"4,82","0,82","5,91","0,03","147,46","0,73","6,62","0,05","89,35","-0,37",,"4,95","6,80","26,81","91,78"
VIVID,VVD,2017/Q2,"3,38","0,87","3,90","0,00","845,56","0,66","5,10","0,03","124,57","-0,35",,"3,51","5,29","23,18","129,24"
VIVID,VVD,2017/Q3,"2,87","0,85","3,38","0,00","592,20","0,63","4,58","0,05","60,28","-0,38",,"3,03","4,84","17,71","63,62"
VIVID,VVD,2017/Q4,"2,28","0,68","3,34","-0,23",,"0,62","3,65","0,03","80,77","-0,43",,"2,51","4,03","14,18","89,06"
VIVID,VVD,2018/Q1,"3,71","0,65","5,70","-0,22",,"0,59","6,34","0,03","124,26","-0,43",,"3,99","6,82","21,76","133,80"
VIVID,VVD,2018/Q2,"5,44","0,62","8,73","-0,30",,"0,57","9,61","-0,08",,"-0,48",,"5,78","10,22","70,56","-72,99"
VIVID,VVD,2018/Q3,"3,60","0,50","7,18","-0,30",,"0,56","6,48","-0,12",,"-0,49",,"3,99","7,17","73,95","-33,80"
VIVID,VVD,2018/Q4,"1,29","0,53","2,45","-0,18",,"0,59","2,19","-0,15",,"-0,52",,"1,63","2,77","25,54","-10,93"
VIVID,VVD,2019/Q1,"1,78","0,51","3,52","-0,15",,"0,61","2,90","-0,12",,"-0,55",,"2,14","3,48","21,41","-17,65"
VIVID,VVD,2019/Q2,"1,56","0,50","3,13","-0,12",,"0,61","2,57","-0,08",,"-0,60",,"1,91","3,15","14,70","-22,66"
VIVID,VVD,2019/Q3,"1,28","0,52","2,47","-0,06",,"0,61","2,10","-0,02",,"-0,61",,"1,62","2,66","9,12","-76,29"
VIVID,VVD,2019/Q4,"1,24","0,55","2,25","0,01","87,46","0,66","1,87","0,06","20,92","-0,56",,"1,59","2,40","7,14","26,86"
VIVID,VVD,2020/Q1,"1,37","0,59","2,35","0,07","19,52","0,74","1,86","0,11","12,51","-0,54",,"1,71","2,32","6,46","15,59"
VIVID,VVD,2020/Q2,"2,82","0,61","4,59","0,11","25,49","0,93","3,02","0,15","19,12","-0,51",,"3,01","3,22","10,04","20,41"
VIVID,VVD,2020/Q3,"1,98","0,66","2,99","0,09","22,49","0,95","2,09","0,12","16,35","-0,35",,"2,11","2,22","8,10","17,38"
VIVID,VVD,2020/Q4,"1,59","0,67","2,39","0,06","24,52","0,94","1,69","0,09","17,15","-0,33",,"1,70","1,80","7,43","18,34"
VIVID,VVD,2021/Q1,"1,56","0,66","2,38","0,03","61,95","0,92","1,69","0,05","30,51","-0,31",,"1,68","1,82","8,51","32,82"
VIVID,VVD,2021/Q2,"1,54","0,61","2,52","-0,05",,"0,77","2,01","-0,02",,"-0,33",,"1,67","2,18","11,82","-70,23"
VIVID,VVD,2021/Q3,"1,37","0,61","2,25","-0,05",,"0,74","1,84","-0,04",,"-0,30",,"1,49","2,01","10,68","-42,48"
VIVID,VVD,2021/Q4,"1,14","0,21","5,56","-0,46",,"0,80","1,43","-0,45",,"-0,29",,"1,25","1,56","-4,70","-2,76"
VIVID,VVD,2022/Q1,"1,03","0,21","4,96","-0,45",,"0,86","1,19","-0,44",,"-0,27",,"1,14","1,32","-4,21","-2,58"
VIVID,VVD,2022/Q2,"1,27","0,21","6,12","-0,40",,"1,01","1,26","-0,40",,"-0,23",,"1,33","1,32","-5,43","-3,35"
VIVID,VVD,2022/Q3,"0,99","0,30","3,37","-0,31",,"1,22","0,81","-0,30",,"-0,13",,"0,91","0,75","-5,55","-3,04"
VIVID,VVD,2022/Q4,"0,96","0,23","4,24","0,02","44,92","1,19","0,81","0,03","27,87","-0,17",,"0,99","0,84","6,43","28,81"
VIVID,VVD,2023/Q1,"0,93","0,23","4,11","0,02","48,20","1,15","0,81","0,03","27,10","-0,17",,"0,98","0,85","6,55","28,62"
VIVID,VVD,2023/Q2,"0,91","0,24","3,75","0,03","26,27","1,07","0,85","0,05","18,85","-0,17",,"0,96","0,90","5,99","19,91"
VIVID,VVD,2023/Q3,"0,87","0,23","3,77","-0,06",,"0,81","1,07","-0,06",,"-0,18",,"0,92","1,14","17,80","-16,19"
VIVID,VVD,2023/Q4,"0,79","0,15","5,30","-0,08",,"0,77","1,02","-0,07",,"-0,18",,"0,85","1,10","22,43","-12,64"
VIVID,VVD,2024/Q1,"0,63","0,14","4,51","-0,09",,"0,71","0,88","-0,08",,"-0,20",,"0,71","1,00","29,05","-9,35"
VIVID,VVD,2024/Q2,"0,50","0,14","3,62","-0,10",,"0,63","0,80","-0,09",,"-0,21",,"0,60","0,96","19 471,88","-6,39"
VIVID,VVD,2024/Q3,"0,35","0,13","2,76","-0,11",,"0,57","0,61","-0,09",,"-0,23",,"0,30","0,53","-54,32","-3,25"
VIVID,VVD,2024/Q4,"0,58","0,28","2,04","-0,03",,"0,56","1,03","-0,02",,"-0,10",,"0,57","1,01","9,10","-29,11"
VIVID,VVD,2025/Q1,"0,70","0,17","4,20","-0,01",,"0,32","2,19","-0,01",,"-0,07",,"0,71","2,22","17,61","-135,27"
WASKO,WAS,2004/Q4,"2,80","1,04","2,69","0,23","12,24","3,40","0,82","0,23","12,36","0,89","3,15","2,52","0,74","7,62","11,13"
WASKO,WAS,2005/Q4,"4,25","0,93","4,58","-0,11",,"3,65","1,16","-0,20",,"0,75","5,63","3,88","1,06","-32,96","-19,70"
WASKO,WAS,2006/Q1,"6,65","0,93","7,16","-0,05",,"3,56","1,87","-0,13",,"0,76","8,74","6,23","1,75","-104,18","-47,61"
WASKO,WAS,2006/Q2,"5,60","0,84","6,65","-0,09",,"4,30","1,30","-0,17",,"0,75","7,49","5,33","1,24","-52,68","-31,94"
WASKO,WAS,2006/Q3,"5,49","0,80","6,84","-0,13",,"3,77","1,46","-0,17",,"0,69","7,92","5,31","1,41","-48,05","-30,64"
WASKO,WAS,2006/Q4,"6,40","1,31","4,88","0,14","46,03","2,54","2,52","0,16","39,30","0,57","11,14","6,15","2,43","26,91","37,78"
WASKO,WAS,2007/Q1,"6,20","1,38","4,50","0,16","39,10","3,22","1,93","0,19","32,27","0,65","9,50","5,67","1,76","20,67","29,53"
WASKO,WAS,2007/Q2,"5,72","1,34","4,26","0,17","34,29","4,53","1,26","0,20","28,32","0,64","8,99","5,43","1,20","17,79","26,88"
WASKO,WAS,2007/Q3,"3,96","1,40","2,82","0,23","17,36","5,11","0,77","0,26","14,99","0,69","5,75","3,82","0,75","9,87","14,48"
WASKO,WAS,2007/Q4,"4,73","1,65","2,87","0,33","14,44","4,39","1,08","0,39","12,11","0,95","4,97","4,35","0,99","9,23","11,13"
WASKO,WAS,2008/Q1,"4,70","1,67","2,82","0,33","14,28","4,27","1,10","0,38","12,36","0,94","4,98","4,47","1,05","9,68","11,74"
WASKO,WAS,2008/Q2,"3,86","1,60","2,41","0,36","10,79","4,69","0,82","0,42","9,30","0,61","6,37","3,55","0,76","7,13","8,54"
WASKO,WAS,2008/Q3,"3,40","1,64","2,08","0,33","10,20","4,96","0,69","0,41","8,37","0,64","5,31","3,59","0,72","7,30","8,83"
WASKO,WAS,2008/Q4,"2,19","1,70","1,29","0,15","14,43","4,46","0,49","0,22","10,07","0,55","4,01","2,27","0,51","7,40","10,44"
WASKO,WAS,2009/Q1,"1,72","1,67","1,03","0,10","16,85","4,18","0,41","0,18","9,66","0,50","3,46","1,84","0,44","6,69","10,34"
WASKO,WAS,2009/Q2,"1,50","1,67","0,90","0,10","14,97","3,09","0,49","0,17","8,95","0,31","4,80","1,65","0,53","6,12","9,87"
WASKO,WAS,2009/Q3,"1,74","1,65","1,05","0,05","35,93","2,64","0,66","0,07","23,88","0,28","6,12","1,95","0,74","10,66","26,80"
WASKO,WAS,2009/Q4,"1,37","1,67","0,82","0,01","127,22","2,68","0,51","0,00","371,81","0,49","2,79","1,36","0,51","11,01","370,11"
WASKO,WAS,2010/Q1,"1,63","1,67","0,98","0,04","40,69","2,81","0,58","0,01","113,98","0,49","3,32","1,64","0,58","11,59","114,79"
WASKO,WAS,2010/Q2,"1,40","1,68","0,83","0,02","61,32","2,78","0,50","0,01","258,43","0,51","2,73","1,41","0,51","10,17","259,75"
WASKO,WAS,2010/Q3,"1,53","1,71","0,89","0,07","20,99","3,32","0,46","0,08","19,17","0,53","2,87","1,60","0,48","7,39","20,11"
WASKO,WAS,2010/Q4,"2,78","1,75","1,59","0,08","34,40","3,23","0,86","0,09","29,64","0,58","4,76","2,71","0,84","11,15","28,87"
WASKO,WAS,2011/Q1,"3,62","1,79","2,03","0,12","30,36","3,29","1,10","0,15","24,86","0,60","6,04","3,74","1,14","12,78","25,69"
WASKO,WAS,2011/Q2,"3,12","1,78","1,75","0,14","22,60","3,35","0,93","0,18","17,47","0,56","5,59","2,88","0,86","8,88","16,15"
WASKO,WAS,2011/Q3,"1,99","1,79","1,11","0,12","16,74","3,16","0,63","0,15","13,34","0,51","3,88","2,01","0,63","6,93","13,46"
WASKO,WAS,2011/Q4,"2,12","1,88","1,12","0,18","11,84","2,99","0,71","0,23","9,20","0,69","3,06","1,97","0,66","5,34","8,53"
WASKO,WAS,2012/Q1,"2,88","1,89","1,52","0,15","19,77","2,92","0,99","0,19","15,11","0,67","4,33","2,74","0,94","8,42","14,40"
WASKO,WAS,2012/Q2,"2,13","1,87","1,14","0,13","16,97","2,89","0,74","0,15","13,84","0,65","3,28","1,89","0,66","6,68","12,29"
WASKO,WAS,2012/Q3,"2,16","1,89","1,14","0,13","16,29","2,84","0,76","0,19","11,47","0,02","86,73","2,59","0,91","8,34","13,75"
WASKO,WAS,2012/Q4,"2,51","1,94","1,29","0,09","26,65","3,16","0,79","0,13","19,43","0,12","21,61","2,36","0,75","9,47","18,30"
WASKO,WAS,2013/Q1,"2,37","1,98","1,20","0,12","19,19","3,57","0,66","0,17","13,79","0,17","14,13","2,57","0,72","8,46","14,98"
WASKO,WAS,2013/Q2,"2,27","2,00","1,14","0,17","13,71","3,74","0,61","0,24","9,65","0,17","13,28","2,82","0,76","7,46","12,01"
WASKO,WAS,2013/Q3,"2,50","2,01","1,24","0,16","15,54","4,17","0,60","0,24","10,31","0,21","12,01","2,81","0,67","6,97","11,60"
WASKO,WAS,2013/Q4,"2,20","1,98","1,11","0,08","27,16","4,08","0,54","0,21","10,69","0,27","8,25","2,27","0,56","6,26","11,02"
WASKO,WAS,2014/Q1,"2,32","2,02","1,15","0,09","26,89","4,16","0,56","0,21","10,91","0,29","7,90","2,70","0,65","7,48","12,72"
WASKO,WAS,2014/Q2,"2,08","2,03","1,02","0,05","44,32","4,27","0,49","0,16","13,05","0,35","5,90","2,55","0,60","8,13","16,01"
WASKO,WAS,2014/Q3,"1,90","2,05","0,93","0,05","36,68","4,08","0,47","0,15","12,78","0,37","5,15","2,30","0,56","7,72","15,50"
WASKO,WAS,2014/Q4,"1,41","2,11","0,67","0,14","10,14","4,09","0,35","0,21","6,79","0,45","3,15","1,51","0,37","4,19","7,29"
WASKO,WAS,2015/Q1,"1,74","2,22","0,78","0,21","8,37","4,42","0,39","0,30","5,74","0,58","3,00","2,19","0,50","4,76","7,22"
WASKO,WAS,2015/Q2,"1,93","2,20","0,88","0,20","9,83","4,45","0,43","0,29","6,70","0,56","3,46","2,26","0,51","5,11","7,84"
WASKO,WAS,2015/Q3,"1,82","2,29","0,79","0,25","7,24","4,80","0,38","0,35","5,17","0,68","2,68","1,80","0,38","3,46","5,11"
WASKO,WAS,2015/Q4,"1,97","2,38","0,83","0,28","7,12","4,94","0,40","0,36","5,51","0,79","2,50","1,30","0,26","2,46","3,64"
WASKO,WAS,2016/Q1,"2,20","2,37","0,93","0,16","13,60","4,16","0,53","0,20","10,87","0,81","2,71","1,61","0,39","4,30","7,96"
WASKO,WAS,2016/Q2,"1,58","2,28","0,69","0,14","11,39","3,70","0,43","0,16","9,58","0,72","2,20","1,06","0,29","3,16","6,45"
WASKO,WAS,2016/Q3,"1,32","2,29","0,58","0,07","19,28","2,88","0,46","0,07","17,85","0,76","1,73","0,86","0,30","3,69","11,68"
WASKO,WAS,2016/Q4,"1,09","2,31","0,47","-0,00",,"2,30","0,47","0,00","49 697,19","0,81","1,34","0,55","0,24","3,51","25 033,69"
WASKO,WAS,2017/Q1,"1,78","2,32","0,77","0,02","93,18","2,45","0,73","0,03","56,71","0,83","2,14","1,33","0,54","7,16","42,46"
WASKO,WAS,2017/Q2,"1,85","2,36","0,78","0,08","23,39","2,51","0,74","0,11","17,26","0,88","2,10","1,44","0,57","5,56","13,45"
WASKO,WAS,2017/Q3,"2,14","2,34","0,91","0,05","39,96","2,54","0,84","0,08","28,41","0,81","2,64","1,80","0,71","7,99","23,93"
WASKO,WAS,2017/Q4,"2,37","2,41","0,98","0,10","22,75","2,71","0,87","0,13","17,64","0,87","2,73","2,15","0,79","7,59","16,01"
WASKO,WAS,2018/Q1,"2,10","2,39","0,88","0,07","29,75","2,66","0,79","0,09","23,98","0,85","2,46","1,74","0,65","7,37","19,86"
WASKO,WAS,2018/Q2,"1,65","2,39","0,69","0,03","55,54","2,76","0,60","0,03","56,27","0,93","1,78","1,08","0,39","6,02","36,87"
WASKO,WAS,2018/Q3,"1,65","2,39","0,69","0,05","32,31","3,06","0,54","0,06","27,57","0,80","2,05","1,45","0,47","6,95","24,23"
WASKO,WAS,2018/Q4,"1,38","2,48","0,56","0,07","18,45","3,51","0,39","0,08","16,54","0,91","1,52","1,03","0,29","4,33","12,40"
WASKO,WAS,2019/Q1,"1,69","2,47","0,68","0,08","21,04","3,60","0,47","0,09","18,46","0,85","1,98","1,40","0,39","5,61","15,30"
WASKO,WAS,2019/Q2,"1,45","2,50","0,58","0,11","13,45","3,92","0,37","0,13","10,87","0,83","1,75","1,50","0,38","5,08","11,21"
WASKO,WAS,2019/Q3,"1,33","2,53","0,53","0,14","9,35","4,29","0,31","0,18","7,35","0,89","1,49","1,51","0,35","4,29","8,36"
WASKO,WAS,2019/Q4,"1,22","2,55","0,48","0,06","19,00","4,55","0,27","0,08","14,80","0,90","1,36","1,01","0,22","4,02","12,20"
WASKO,WAS,2020/Q1,"0,93","2,56","0,36","0,09","9,96","4,80","0,19","0,12","7,86","0,92","1,01","0,99","0,21","3,52","8,38"
WASKO,WAS,2020/Q2,"1,54","2,54","0,60","0,07","22,69","4,76","0,32","0,09","17,25","0,84","1,82","1,57","0,33","6,47","17,64"
WASKO,WAS,2020/Q3,"1,40","2,53","0,55","0,02","91,19","4,57","0,31","0,02","93,06","0,82","1,71","1,49","0,33","9,67","99,71"
WASKO,WAS,2020/Q4,"1,19","2,66","0,45","0,14","8,81","5,03","0,24","0,19","6,33","0,95","1,25","0,41","0,08","1,29","2,20"
WASKO,WAS,2021/Q1,"1,72","2,70","0,64","0,16","11,07","5,22","0,33","0,21","8,38","0,98","1,76","1,38","0,26","4,12","6,70"
WASKO,WAS,2021/Q2,"1,75","2,70","0,65","0,15","11,39","5,33","0,33","0,22","7,83","0,97","1,80","1,41","0,26","3,95","6,29"
WASKO,WAS,2021/Q3,"1,60","2,66","0,60","0,19","8,46","5,72","0,28","0,28","5,74","0,94","1,70","1,56","0,27","3,75","5,58"
WASKO,WAS,2021/Q4,"1,60","2,78","0,58","0,17","9,16","5,51","0,29","0,25","6,51","0,89","1,79","1,19","0,22","3,08","4,86"
WASKO,WAS,2022/Q1,"2,01","2,76","0,73","0,12","16,22","5,43","0,37","0,19","10,60","1,02","1,97","1,20","0,22","3,57","6,34"
