Nazwa,Ticker,Kwartały,Kurs,Wartość księgowa na akcję,Cena/WK,Zysk na akcję,Cena/Zysk,Przychody ze sprzedaży na akcję,Cena/Przychód,Zysk operacyjny,Cena/Zysk operacyjny na akcję,Wartość księgowa Grahama na akcję,Cena/Wartość księgowa Grahama,Wartość przedsiębiorstwa na akcję,Wartość przedsiębiorstwa/Przychody,Wartość przedsiębiorstwa/EBITDA,Wartość przedsiębiorstwa/EBIT
WASKO,WAS,2022/Q2,"1,82","2,70","0,67","0,17","10,59","5,91","0,31","0,22","8,14","0,94","1,94","1,36","0,23","3,64","6,08"
WASKO,WAS,2022/Q3,"1,60","2,73","0,58","0,18","9,07","6,15","0,26","0,22","7,27","1,00","1,60","1,44","0,23","3,90","6,55"
WASKO,WAS,2022/Q4,"1,62","2,75","0,59","0,07","22,91","6,20","0,26","0,13","12,44","0,78","2,07","1,21","0,19","3,98","9,31"
WASKO,WAS,2023/Q1,"1,65","2,70","0,61","0,04","40,65","6,39","0,26","0,11","15,37","0,77","2,16","1,36","0,21","4,74","12,70"
WASKO,WAS,2023/Q2,"1,92","2,50","0,77","-0,14",,"5,70","0,34","-0,09",,"0,60","3,22","2,02","0,35","19,88","-23,58"
WASKO,WAS,2023/Q3,"1,71","2,51","0,68","-0,15",,"5,29","0,32","-0,09",,"0,64","2,69","1,89","0,36","18,05","-20,60"
WASKO,WAS,2023/Q4,"1,66","2,67","0,62","-0,01",,"5,86","0,28","0,05","30,69","0,84","1,98","0,54","0,09","2,36","9,99"
WASKO,WAS,2024/Q1,"1,64","2,67","0,61","0,04","43,59","5,58","0,29","0,09","17,80","0,85","1,93","0,83","0,15","3,15","9,05"
WASKO,WAS,2024/Q2,"1,74","2,63","0,66","0,16","11,04","6,01","0,29","0,22","7,96","0,75","2,31","1,50","0,25","3,81","6,86"
WASKO,WAS,2024/Q3,"1,60","2,67","0,60","0,18","8,72","6,36","0,25","0,25","6,41","0,80","1,99","1,27","0,20","3,01","5,10"
WASKO,WAS,2024/Q4,"1,47","2,71","0,54","0,07","19,98","5,77","0,25","0,09","15,76","0,85","1,73","0,37","0,06","1,42","3,99"
WASKO,WAS,2025/Q1,"1,91","2,72","0,70","0,08","25,06","5,98","0,32","0,10","19,62","0,85","2,25","0,95","0,16","3,63","9,81"
WINVEST,WIS,2004/Q4,"121,60","53,98","2,25","-3,53",,"168,72","0,72","-2,43",,"33,18","3,66","88,23","0,52","12,52","-36,30"
WINVEST,WIS,2005/Q4,"200,00","40,96","4,88","-13,70",,"120,15","1,66","-16,38",,"24,10","8,30","163,63","1,36","-15,99","-9,99"
WINVEST,WIS,2006/Q1,"696,00","44,62","15,60","-11,13",,"123,91","5,62","-13,34",,"27,55","25,26","668,15","5,39","-94,48","-50,10"
WINVEST,WIS,2006/Q2,"564,00","45,13","12,50","30,74","18,35","1 030,19","0,55","39,44","14,30","27,55","20,47","540,21","0,52","12,43","13,70"
WINVEST,WIS,2006/Q3,"723,20","42,61","16,97","48,10","15,04","1 331,54","0,54","53,92","13,41","26,17","27,63","704,07","0,53","12,23","13,06"
WINVEST,WIS,2006/Q4,"824,00","166,27","4,96","74,99","10,99","1 957,92","0,42","96,27","8,56","55,96","14,72","737,12","0,38","7,38","7,66"
WINVEST,WIS,2007/Q1,"848,00","41,86","20,26","85,58","9,91","2 395,21","0,35","112,39","7,55","3,38","250,65","848,54","0,35","7,20","7,55"
WINVEST,WIS,2007/Q2,"726,40","402,14","1,81","17,28","42,04","442,91","1,64","21,71","33,46","148,61","4,89","583,56","1,32","24,53","26,88"
WINVEST,WIS,2007/Q3,"720,00","404,93","1,78","17,79","40,47","504,73","1,43","22,39","32,15","102,02","7,06","618,13","1,22","24,28","27,60"
WINVEST,WIS,2007/Q4,"611,20","422,41","1,45","24,57","24,88","606,90","1,01","28,47","21,47","-262,60",,"818,01","1,35","25,42","28,73"
WINVEST,WIS,2008/Q1,"561,60","418,87","1,34","18,94","29,64","701,93","0,80","28,68","19,58","-283,40",,"783,20","1,12","22,76","27,31"
WINVEST,WIS,2008/Q2,"502,40","418,32","1,20","17,66","28,44","760,56","0,66","30,52","16,46","-286,65",,"729,73","0,96","18,97","23,91"
WINVEST,WIS,2008/Q3,"316,00","415,66","0,76","11,52","27,43","803,74","0,39","32,18","9,82","-294,32",,"546,58","0,68","13,04","16,99"
WINVEST,WIS,2008/Q4,"98,40","424,87","0,23","8,77","11,22","749,34","0,13","46,08","2,14","-287,51",,"318,09","0,42","5,42","6,90"
WINVEST,WIS,2009/Q1,"92,00","423,80","0,22","10,71","8,59","690,56","0,13","43,29","2,13","-291,32",,"329,25","0,48","5,84","7,60"
WINVEST,WIS,2009/Q2,"116,00","422,11","0,27","-0,11",,"591,94","0,20","33,41","3,47","-293,64",,"356,74","0,60","7,55","10,68"
WINVEST,WIS,2009/Q3,"120,00","408,32","0,29","-11,13",,"344,23","0,35","23,78","5,05","-304,43",,"361,82","1,05","9,38","15,21"
WINVEST,WIS,2009/Q4,"112,80","-33,86",,"-461,11",,"20,91","5,40","-2,77",,"-343,87",,"355,84","17,02","28,49","-128,46"
WINVEST,WIS,2010/Q1,"70,40","-32,24",,"-457,44",,"-105,21",,"-4,01",,"-357,27",,"318,87",,"28,31","-79,50"
WINVEST,WIS,2010/Q2,"57,60","-24,25",,"-401,95",,"-185,33",,"-4,34",,"-302,39",,"269,03",,"31,84","-62,06"
WINVEST,WIS,2010/Q3,"52,80","6,36","8,30","-346,64",,"-8,45",,"-11,93",,"-257,18",,"264,10",,"-777,06","-22,13"
WINVEST,WIS,2010/Q4,"26,40","-181,31",,"-169,67",,"10,02","2,63","-3,76",,"-181,37",,"235,32","23,48","37,55","-62,56"
WINVEST,WIS,2011/Q1,"22,40","-198,43",,"-189,45",,"7,44","3,01","-3,83",,"-198,44",,"237,58","31,94","43,90","-62,10"
WINVEST,WIS,2011/Q2,"23,20","-206,19",,"-188,47",,"5,75","4,03","-4,00",,"-206,27",,"244,73","42,56","101,62","-61,16"
WINVEST,WIS,2011/Q3,"22,40","-215,02",,"-222,57",,"-96,17",,"6,40","3,50","-215,04",,"250,51",,"19,18","39,12"
WINVEST,WIS,2011/Q4,"36,80","-230,73",,"-49,42",,"2,01","18,29","-4,16",,"-230,77",,"271,38","134,85","145,72","-65,27"
WINVEST,WIS,2012/Q1,"43,20","277,06","0,16","-25,12",,"115,44","0,37","2,36","18,28","-12,06",,"69,84","0,60","7,88","29,55"
WINVEST,WIS,2012/Q2,"34,40","282,45","0,12","-3,07",,"225,51","0,15","-8,42",,"20,31","1,69","53,53","0,24","25,75","-6,36"
WINVEST,WIS,2012/Q3,"15,20","277,57","0,05","11,74","1,29","334,04","0,05","1,11","13,76","24,55","0,62","30,66","0,09","2,61","27,74"
WINVEST,WIS,2012/Q4,"16,00","272,40","0,06","24,89","0,64","435,93","0,04","18,70","0,86","18,91","0,85","71,22","0,16","2,21","3,81"
WINVEST,WIS,2013/Q1,"10,40","24,55","0,42","2,14","4,86","42,75","0,24","1,96","5,32","1,82","5,72","11,56","0,27","3,52","5,91"
WINVEST,WIS,2013/Q2,"10,40","25,12","0,41","1,00","10,41","41,04","0,25","3,89","2,67","0,93","11,24","11,41","0,28","2,31","2,93"
WINVEST,WIS,2013/Q3,"8,80","7,50","1,17","0,33","27,03","12,34","0,71","0,68","12,97","1,36","6,47","9,45","0,77","9,64","13,93"
WINVEST,WIS,2013/Q4,"9,60","8,27","1,16","0,70","13,74","11,11","0,86","0,41","23,40","2,51","3,82","9,96","0,90","13,67","24,28"
WINVEST,WIS,2014/Q1,"9,89","7,90","1,25","0,89","11,06","11,58","0,85","0,79","12,57","2,61","3,79","10,49","0,91","8,96","13,33"
WINVEST,WIS,2014/Q2,"9,28","7,93","1,17","0,92","10,09","12,33","0,75","0,56","16,67","5,96","1,56","9,95","0,81","9,97","17,86"
WINVEST,WIS,2014/Q3,"8,60","7,94","1,08","0,80","10,75","12,85","0,67","0,93","9,29","5,35","1,61","9,80","0,76","6,86","10,58"
WINVEST,WIS,2014/Q4,"7,20","8,70","0,83","0,79","9,10","13,51","0,53","-0,13",,"5,53","1,30","7,76","0,57","25,83","-61,54"
WINVEST,WIS,2015/Q1,"6,50","8,89","0,73","0,61","10,63","12,95","0,50","-0,53",,"5,42","1,20","7,34","0,57","-39,49","-13,85"
WINVEST,WIS,2015/Q2,"6,20","8,91","0,70","0,53","11,61","11,77","0,53","-0,48",,"5,03","1,23","8,71","0,74","-45,88","-18,02"
WINVEST,WIS,2015/Q3,"3,99","8,77","0,46","0,33","12,19","9,10","0,44","-1,12",,"6,14","0,65","3,87","0,42","-4,09","-3,44"
WINVEST,WIS,2015/Q4,"2,95","9,35","0,32","0,55","5,38","6,73","0,44","0,37","8,03","6,54","0,45","2,88","0,43","6,08","7,83"
WINVEST,WIS,2016/Q1,"3,05","9,26","0,33","0,09","35,57","4,19","0,73","0,20","15,33","6,52","0,47","2,89","0,69","11,10","14,52"
WINVEST,WIS,2016/Q2,"2,94","9,32","0,32","0,15","19,15","2,62","1,12","0,21","13,81","6,70","0,44","3,01","1,15","13,33","14,14"
WINVEST,WIS,2016/Q3,"2,55","9,11","0,28","0,12","21,89","2,47","1,03","0,66","3,87","8,15","0,31","2,53","1,02","3,78","3,85"
WINVEST,WIS,2016/Q4,"1,80","8,09","0,22","-1,60",,"1,93","0,93","-0,23",,"7,40","0,24","1,83","0,95","-8,06","-7,85"
WINVEST,WIS,2017/Q1,"2,80","9,23","0,30","-1,16",,"1,44","1,95","-0,16",,"8,40","0,33","2,80","1,95","-17,88","-17,52"
WINVEST,WIS,2017/Q2,"1,60","8,82","0,18","-1,64",,"0,84","1,91","-0,18",,"5,74","0,28","1,60","1,91","-8,84","-8,84"
WINVEST,WIS,2017/Q3,"1,12","8,86","0,13","-1,43",,"0,32","3,47","-0,16",,"5,76","0,19","1,12","3,46","-6,67","-6,78"
WINVEST,WIS,2017/Q4,"0,63","8,45","0,07","-0,66",,"0,09","7,19","-0,35",,"8,27","0,08","0,63","7,17","-1,82","-1,81"
WINVEST,WIS,2018/Q1,"0,88","8,50","0,10","-0,73",,"0,01","62,81","-0,43",,"8,32","0,11","0,88","62,67","-2,06","-2,05"
WINVEST,WIS,2018/Q2,"0,80","8,40","0,10","-0,43",,"0,00","626,08","-0,62",,"8,20","0,10","0,80","624,40","-1,30","-1,30"
WINVEST,WIS,2018/Q3,"0,88","8,26","0,11","-0,58",,"0,00","196,77","-0,78",,"8,21","0,11","0,88","196,35","-1,13","-1,13"
WINVEST,WIS,2018/Q4,"0,88","0,15","5,94","-8,39",,"0,01","138,73","-3,11",,"0,10","8,67","0,88","138,43","-0,28","-0,28"
WINVEST,WIS,2019/Q1,"0,88","0,15","6,01","-8,43",,"0,01","138,73","-3,11",,"0,10","8,86","0,88","138,43","-0,28","-0,28"
WINVEST,WIS,2019/Q2,"0,02","0,13","0,16","-8,33",,"0,01","3,23","-2,95",,"0,10","0,22","0,02","2,94","-0,01","-0,01"
WINVEST,WIS,2019/Q3,"0,05","0,13","0,40","-8,21",,"0,00","17,19","-2,79",,"0,09","0,55","0,05","16,64","-0,02","-0,02"
WINVEST,WIS,2019/Q4,"0,11","0,10","1,06","-0,04",,"0,00",,"-0,02",,"0,08","1,35","0,11",,"-6,63","-6,61"
WINVEST,WIS,2020/Q1,"0,08","0,10","0,72","-0,04",,"0,00",,"-0,02",,"0,08","0,95","0,07",,"-4,37","-4,36"
WINVEST,WIS,2020/Q2,"0,10","0,12","0,84","-0,01",,"0,00",,"-0,03",,"0,07","1,54","0,10",,"-3,85","-3,84"
WINVEST,WIS,2020/Q3,"0,77","0,10","7,79","-0,03",,"0,00",,"-0,03",,"0,06","12,45","0,77",,"-29,03","-29,03"
WINVEST,WIS,2020/Q4,"0,40","-0,15",,"-0,25",,"0,00",,"-0,26",,"-0,17",,"0,40",,"-1,50","-1,50"
WINVEST,WIS,2021/Q1,"0,40","-0,13",,"-0,23",,"0,00",,"-0,26",,"-0,18",,"0,40",,"-1,51","-1,51"
WINVEST,WIS,2021/Q2,"0,42","-0,14",,"-0,26",,"0,00",,"-0,25",,"-0,17",,"0,42",,"-1,64","-1,64"
WINVEST,WIS,2021/Q3,"0,40","-0,15",,"-0,25",,"0,00",,"-0,25",,"-0,17",,"0,40",,"-1,58","-1,58"
WINVEST,WIS,2021/Q4,"0,32","-0,18",,"-0,03",,"0,00",,"-0,03",,"-0,19",,"0,32",,"-11,68","-11,66"
WINVEST,WIS,2022/Q1,"0,29","-0,18",,"-0,05",,"0,00",,"-0,02",,"-0,19",,"0,29",,"-11,81","-11,79"
WINVEST,WIS,2022/Q2,"0,27","-0,18",,"-0,03",,"0,00",,"-0,02",,"-0,19",,"0,27",,"-11,66","-11,64"
WINVEST,WIS,2022/Q3,"0,23","-0,18",,"-0,03",,"0,00",,"-0,02",,"-0,19",,"0,23",,"-10,61","-10,59"
WINVEST,WIS,2022/Q4,"0,22","-0,19",,"-0,01",,"0,00",,"-0,00",,"-0,19",,"0,22",,"-49,40","-49,40"
WINVEST,WIS,2023/Q1,"0,24","-0,17",,"0,00","53,12","0,01","17,24","0,01","33,08","-0,18",,"0,24","17,13","32,86","32,86"
WINVEST,WIS,2023/Q2,"0,25","-0,18",,"-0,00",,"0,01","17,96","0,01","35,81","-0,18",,"0,25","17,85","35,58","35,58"
WINVEST,WIS,2023/Q3,"0,46","-0,18",,"0,00","214,47","0,01","33,05","0,01","60,36","-0,18",,"0,46","32,93","60,15","60,15"
WINVEST,WIS,2023/Q4,"0,45","-0,20",,"-0,01",,"0,01","32,33","-0,01",,"-0,20",,"0,45","32,22","-59,19","-59,19"
WINVEST,WIS,2024/Q1,"0,68","-0,20",,"-0,03",,"0,00",,"-0,02",,"-0,20",,"0,67",,"-32,36","-32,36"
WINVEST,WIS,2024/Q2,"0,39","-0,29",,"-0,11",,"0,00",,"-0,11",,"-0,29",,"0,38",,"-3,66","-3,66"
WINVEST,WIS,2024/Q3,"0,39","-0,29",,"-0,11",,"0,00","154,58","-0,11",,"-0,29",,"0,39","153,95","-3,63","-3,63"
WINVEST,WIS,2024/Q4,"0,20","-0,28",,"-0,08",,"0,00","79,68","-0,08",,"-0,28",,"0,20","79,19","-2,64","-2,64"
WINVEST,WIS,2025/Q1,"0,30","-0,28",,"-0,08",,"0,00","119,52","-0,08",,"-0,28",,"0,30","119,03","-3,93","-3,93"
WIELTON,WLT,2006/Q4,"0,00","0,67",,"0,17",,"5,52",,"0,23",,"-0,56",,,,,
WIELTON,WLT,2007/Q4,"0,00","2,41",,"0,74",,"6,39",,"0,94",,"1,03",,,,,
WIELTON,WLT,2008/Q1,"9,99","2,68","3,73","0,86","11,58","6,77","1,48","1,06","9,41","1,15","8,68","9,08","1,34","7,88","8,55"
WIELTON,WLT,2008/Q2,"8,00","2,79","2,87","1,04","7,67","6,95","1,15","1,15","6,97","1,03","7,78","7,51","1,08","6,04","6,54"
WIELTON,WLT,2008/Q3,"6,07","2,96","2,05","0,98","6,20","7,00","0,87","1,06","5,75","0,86","7,03","5,97","0,85","5,15","5,66"
WIELTON,WLT,2008/Q4,"2,32","2,90","0,80","0,60","3,87","6,10","0,38","0,89","2,61","0,64","3,60","2,94","0,48","2,96","3,32"
WIELTON,WLT,2009/Q1,"2,25","2,73","0,82","0,27","8,22","4,89","0,46","0,63","3,56","0,40","5,57","2,18","0,45","2,94","3,45"
WIELTON,WLT,2009/Q2,"3,80","2,58","1,47","0,03","134,17","3,96","0,96","0,40","9,45","0,28","13,56","3,35","0,85","6,47","8,34"
WIELTON,WLT,2009/Q3,"4,20","2,56","1,64","-0,15",,"2,93","1,43","0,14","30,29","0,22","19,22","4,19","1,43","16,37","30,22"
WIELTON,WLT,2009/Q4,"4,17","2,50","1,66","-0,16",,"2,70","1,55","-0,17",,"-0,13",,"5,20","1,93","-155,07","-30,90"
WIELTON,WLT,2010/Q1,"4,70","2,51","1,87","-0,10",,"2,70","1,74","-0,28",,"-0,07",,"5,75","2,13","-44,17","-20,50"
WIELTON,WLT,2010/Q2,"4,18","2,39","1,75","-0,31",,"2,96","1,41","-0,38",,"-0,17",,"5,11","1,72","-23,67","-13,46"
WIELTON,WLT,2010/Q3,"4,22","2,40","1,76","-0,29",,"3,52","1,20","-0,27",,"-0,11",,"5,09","1,45","-55,87","-18,66"
WIELTON,WLT,2010/Q4,"4,89","2,36","2,08","-0,15",,"4,34","1,13","-0,09",,"-0,20",,"5,75","1,33","59,87","-63,95"
WIELTON,WLT,2011/Q1,"4,70","2,33","2,01","-0,18",,"5,21","0,90","-0,03",,"-0,24",,"5,65","1,08","36,45","-188,00"
WIELTON,WLT,2011/Q2,"3,67","2,36","1,55","-0,02",,"6,13","0,60","0,07","49,03","-0,19",,"4,60","0,75","17,64","61,41"
WIELTON,WLT,2011/Q3,"1,75","2,42","0,72","0,03","66,66","7,18","0,24","0,18","9,55","-0,17",,"2,62","0,36","7,05","14,27"
WIELTON,WLT,2011/Q4,"2,30","2,52","0,91","0,17","13,39","8,22","0,28","0,31","7,42","-0,09",,"3,10","0,38","6,19","9,98"
WIELTON,WLT,2012/Q1,"3,21","2,64","1,21","0,31","10,32","9,26","0,35","0,40","8,00","0,05","65,83","4,16","0,45","6,96","10,37"
WIELTON,WLT,2012/Q2,"3,14","2,56","1,23","0,39","7,96","9,94","0,32","0,53","5,96","-0,07",,"4,18","0,42","5,71","7,92"
WIELTON,WLT,2012/Q3,"3,52","2,65","1,33","0,43","8,15","10,28","0,34","0,50","7,08","0,06","58,30","4,74","0,46","6,69","9,54"
WIELTON,WLT,2012/Q4,"4,25","2,70","1,58","0,38","11,21","10,02","0,42","0,48","8,84","0,10","41,06","5,42","0,54","7,68","11,26"
WIELTON,WLT,2013/Q1,"3,66","2,74","1,34","0,30","12,33","9,27","0,39","0,43","8,58","0,18","20,75","4,88","0,53","7,39","11,43"
WIELTON,WLT,2013/Q2,"4,51","2,62","1,72","0,31","14,60","9,33","0,48","0,44","10,36","0,05","84,43","5,70","0,61","8,41","13,10"
WIELTON,WLT,2013/Q3,"6,15","2,80","2,20","0,39","15,64","9,47","0,65","0,53","11,55","0,25","24,63","7,16","0,76","9,17","13,43"
WIELTON,WLT,2013/Q4,"6,90","2,88","2,39","0,42","16,25","9,74","0,71","0,59","11,78","0,33","21,05","7,82","0,80","9,42","13,36"
WIELTON,WLT,2014/Q1,"6,12","2,93","2,09","0,44","14,04","10,37","0,59","0,65","9,47","0,39","15,75","7,01","0,68","7,85","10,84"
WIELTON,WLT,2014/Q2,"6,08","2,78","2,18","0,45","13,57","10,29","0,59","0,58","10,52","0,23","26,63","6,94","0,67","8,46","12,01"
WIELTON,WLT,2014/Q3,"6,11","2,90","2,11","0,39","15,81","10,19","0,60","0,53","11,46","0,36","16,94","7,08","0,69","9,54","13,27"
WIELTON,WLT,2014/Q4,"4,01","3,01","1,33","0,41","9,89","9,68","0,41","0,44","9,14","0,16","25,50","5,04","0,52","7,43","11,49"
WIELTON,WLT,2015/Q1,"5,44","3,06","1,78","0,41","13,35","9,53","0,57","0,39","14,11","0,23","23,62","6,33","0,66","10,07","16,42"
WIELTON,WLT,2015/Q2,"7,13","2,90","2,46","0,31","22,71","9,89","0,72","0,38","18,99","-0,78",,"8,80","0,89","14,07","23,43"
WIELTON,WLT,2015/Q3,"7,55","3,03","2,49","0,32","23,70","10,06","0,75","0,39","19,39","-0,80",,"9,57","0,95","14,09","24,57"
WIELTON,WLT,2015/Q4,"7,20","3,59","2,01","0,56","12,83","10,44","0,69","0,74","9,76","-1,00",,"9,35","0,90","9,29","12,68"
WIELTON,WLT,2016/Q1,"7,10","3,76","1,89","0,68","10,45","11,05","0,64","0,91","7,76","-0,68",,"8,69","0,79","7,28","9,51"
WIELTON,WLT,2016/Q2,"8,29","4,63","1,79","0,99","8,34","14,29","0,58","1,32","6,30","-0,37",,"9,50","0,66","5,81","7,21"
WIELTON,WLT,2016/Q3,"12,89","4,81","2,68","1,08","11,89","16,73","0,77","1,48","8,71","-0,07",,"14,61","0,87","7,99","9,88"
WIELTON,WLT,2016/Q4,"13,25","4,33","3,06","0,91","14,51","19,84","0,67","1,36","9,71","0,19","71,46","14,69","0,74","8,36","10,77"
WIELTON,WLT,2017/Q1,"15,09","4,53","3,33","0,98","15,34","23,23","0,65","1,49","10,14","0,59","25,79","16,04","0,69","8,37","10,77"
WIELTON,WLT,2017/Q2,"17,00","4,52","3,76","0,86","19,85","23,80","0,71","1,35","12,59","0,10","174,88","18,27","0,77","10,29","13,54"
WIELTON,WLT,2017/Q3,"15,00","4,77","3,14","0,89","16,83","24,97","0,60","1,35","11,13","-0,38",,"17,30","0,69","9,69","12,84"
WIELTON,WLT,2017/Q4,"12,90","5,18","2,49","1,28","10,07","26,46","0,49","1,47","8,75","-1,19",,"15,57","0,59","8,10","10,56"
WIELTON,WLT,2018/Q1,"13,14","5,45","2,41","1,37","9,57","28,11","0,47","1,54","8,54","-1,26",,"15,69","0,56","7,82","10,20"
WIELTON,WLT,2018/Q2,"11,62","5,53","2,10","1,44","8,06","29,65","0,39","1,60","7,28","-1,45",,"14,41","0,49","6,87","9,03"
WIELTON,WLT,2018/Q3,"10,34","5,80","1,78","1,49","6,93","31,05","0,33","1,67","6,19","-1,34",,"15,63","0,50","7,13","9,35"
WIELTON,WLT,2018/Q4,"9,88","5,58","1,77","1,15","8,60","34,26","0,29","1,59","6,21","-3,55",,"15,63","0,46","7,27","9,82"
WIELTON,WLT,2019/Q1,"11,68","5,93","1,97","1,14","10,22","36,91","0,32","1,65","7,06","-3,81",,"18,23","0,49","7,94","11,02"
WIELTON,WLT,2019/Q2,"8,98","5,91","1,52","1,18","7,62","39,94","0,22","1,72","5,22","-3,98",,"15,74","0,39","6,44","9,15"
WIELTON,WLT,2019/Q3,"7,72","6,17","1,25","1,09","7,07","40,60","0,19","1,65","4,69","-3,82",,"15,10","0,37","6,17","9,18"
WIELTON,WLT,2019/Q4,"5,95","6,25","0,95","0,95","6,23","38,81","0,15","1,49","4,01","-4,00",,"12,55","0,32","5,34","8,45"
WIELTON,WLT,2020/Q1,"3,20","6,09","0,53","0,53","6,07","36,04","0,09","1,05","3,05","-4,36",,"9,84","0,27","5,06","9,38"
WIELTON,WLT,2020/Q2,"4,65","6,27","0,74","0,31","14,87","30,34","0,15","0,42","11,15","-4,29",,"11,74","0,39","8,84","28,15"
WIELTON,WLT,2020/Q3,"4,21","6,42","0,66","0,29","14,55","29,95","0,14","0,38","10,98","-4,36",,"11,05","0,37","8,31","28,86"
WIELTON,WLT,2020/Q4,"6,75","6,69","1,01","0,52","13,10","30,10","0,22","0,61","11,01","-4,38",,"12,79","0,43","8,04","20,87"
WIELTON,WLT,2021/Q1,"8,52","7,03","1,21","0,93","9,15","32,76","0,26","1,03","8,29","-4,31",,"13,95","0,43","6,90","13,57"
WIELTON,WLT,2021/Q2,"10,04","7,12","1,41","1,16","8,68","38,28","0,26","1,68","5,99","-4,06",,"16,04","0,42","5,91","9,56"
WIELTON,WLT,2021/Q3,"12,68","7,26","1,75","1,06","11,94","40,48","0,31","1,56","8,12","-4,17",,"19,43","0,48","7,40","12,44"
WIELTON,WLT,2021/Q4,"9,00","7,29","1,23","0,78","11,50","44,66","0,20","1,31","6,85","-4,38",,"14,83","0,33","6,20","11,29"
WIELTON,WLT,2022/Q1,"8,10","7,15","1,13","0,62","13,05","47,66","0,17","1,15","7,02","-4,91",,"16,16","0,34","7,11","14,00"
WIELTON,WLT,2022/Q2,"5,93","8,39","0,71","1,51","3,93","50,09","0,12","1,36","4,36","-4,02",,"14,41","0,29","5,78","10,60"
WIELTON,WLT,2022/Q3,"6,00","9,17","0,65","1,55","3,87","54,05","0,11","1,67","3,59","-4,01",,"15,18","0,28","5,39","9,07"
WIELTON,WLT,2022/Q4,"7,13","9,18","0,78","1,89","3,77","56,87","0,13","2,17","3,29","-4,18",,"15,26","0,27","4,54","7,04"
WIELTON,WLT,2023/Q1,"8,10","9,48","0,85","1,97","4,11","57,44","0,14","2,30","3,52","-3,93",,"16,16","0,28","4,59","7,02"
WIELTON,WLT,2023/Q2,"8,12","9,65","0,84","1,40","5,80","57,94","0,14","2,30","3,53","-3,85",,"15,96","0,28","4,50","6,94"
WIELTON,WLT,2023/Q3,"8,06","10,20","0,79","1,78","4,53","55,99","0,14","2,70","2,98","-4,41",,"16,67","0,30","4,22","6,17"
WIELTON,WLT,2023/Q4,"9,50","10,26","0,93","1,75","5,42","53,42","0,18","2,15","4,41","-4,66",,"16,66","0,31","4,87","7,74"
WIELTON,WLT,2024/Q1,"8,13","10,05","0,81","1,26","6,46","48,44","0,17","1,53","5,31","-5,22",,"16,10","0,33","5,67","10,52"
WIELTON,WLT,2024/Q2,"6,98","9,68","0,72","0,23","30,70","44,07","0,16","0,61","11,40","-5,82",,"15,78","0,36","8,06","25,78"
WIELTON,WLT,2024/Q3,"6,40","8,90","0,72","-0,98",,"39,12","0,16","-0,81",,"-7,35",,"16,90","0,43","28,54","-20,78"
WIELTON,WLT,2024/Q4,"4,66","7,93","0,59","-2,35",,"34,86","0,13","-1,73",,"-8,41",,"14,81","0,42","-51,87","-8,57"
WIELTON,WLT,2025/Q1,"6,37","7,04","0,90","-2,95",,"33,83","0,19","-2,21",,"-9,10",,"17,86","0,53","-24,28","-8,07"
WIRTUALNA,WPL,2012/Q4,"0,00","5,53",,"0,59",,"3,26",,"0,74",,"0,36",,,,,
WIRTUALNA,WPL,2013/Q4,"0,00","5,66",,"0,13",,"3,09",,"0,13",,"0,56",,,,,
WIRTUALNA,WPL,2014/Q4,"0,00","9,51",,"0,17",,"8,15",,"0,97",,"-9,73",,,,,
WIRTUALNA,WPL,2015/Q1,"0,00","9,57",,"0,25",,"9,72",,"1,48",,"-9,54",,,,,
WIRTUALNA,WPL,2015/Q2,"33,67","12,32","2,73","0,47","71,99","9,44","3,57","1,53","21,96","-5,72",,"37,52","3,98","15,13","24,47"
WIRTUALNA,WPL,2015/Q3,"39,50","12,11","3,26","0,32","124,30","10,35","3,82","1,82","21,75","-6,37",,"43,79","4,23","15,57","24,12"
WIRTUALNA,WPL,2015/Q4,"39,90","12,10","3,30","0,15","260,22","11,52","3,46","2,26","17,63","-9,93",,"46,35","4,02","13,87","20,48"
WIRTUALNA,WPL,2016/Q1,"41,45","12,38","3,35","0,46","89,90","12,27","3,38","2,40","17,28","-10,48",,"48,02","3,91","13,43","20,01"
WIRTUALNA,WPL,2016/Q2,"47,30","12,48","3,79","0,59","80,77","13,08","3,62","2,61","18,13","-11,34",,"54,07","4,13","13,94","20,73"
WIRTUALNA,WPL,2016/Q3,"55,89","12,81","4,36","1,02","54,59","13,77","4,06","2,69","20,80","-10,64",,"61,78","4,49","15,23","22,99"
WIRTUALNA,WPL,2016/Q4,"53,60","13,69","3,92","1,88","28,57","14,49","3,70","2,82","18,99","-11,20",,"59,49","4,11","13,83","21,08"
WIRTUALNA,WPL,2017/Q1,"55,90","13,79","4,05","1,65","33,82","15,00","3,73","2,62","21,37","-10,77",,"61,29","4,09","14,59","23,43"
WIRTUALNA,WPL,2017/Q2,"53,00","13,20","4,01","1,63","32,49","15,35","3,45","2,60","20,36","-11,86",,"58,74","3,83","13,64","22,56"
WIRTUALNA,WPL,2017/Q3,"45,00","13,51","3,33","1,75","25,73","15,64","2,88","2,75","16,39","-11,34",,"51,28","3,28","11,33","18,68"
WIRTUALNA,WPL,2017/Q4,"48,50","13,89","3,49","1,23","39,59","16,15","3,00","2,73","17,79","-11,52",,"54,41","3,37","11,84","19,95"
WIRTUALNA,WPL,2018/Q1,"53,20","14,25","3,73","1,42","37,50","16,64","3,20","3,07","17,35","-11,41",,"61,77","3,71","12,41","20,15"
